"LG_ID","housingunits","geoname","state","county","place","tract","bg","geonum","b19013001","mhi","FIPS_CLASS_CODE","PLACECE","DOR_CODE","NAME.x","CREATED_ON","CREATED_BY","UPDATED_ON","UPDATED_BY","FEATURE_ID","NAME.y","cost","s5metric"
43012,634,"Olathe town, Colorado","8","",55540,"","","10855540","36569",36569,"C1","0970","0501","Olathe",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413078,"Olathe, Town of",557542,0.0240477941832962
44001,2295,"Brush city, Colorado","8","",9555,"","","10809555","44457",44457,"C1","0150","0164","Brush",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409926,"Brush, City of",1995344,0.0195566713187838
44006,4281.2,"Fort Morgan city, Colorado","8","",27810,"","","10827810","45403",45403,"C1","0470","0312","Fort Morgan",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410529,"Fort Morgan, City of",6149924,0.0316387766255197
44007,124,"Hillrose town, Colorado","8","",36610,"","","10836610","33750",33750,"C1","0620","0368","Hillrose",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412751,"Hillrose, Town of",124351.4,0.029713596176822
44009,344,"Log Lane Village town, Colorado","8","",45695,"","","10845695","35083",35083,"C1","0815","0438","Log Lane Village",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412910,"Log Lane Village, Town of",384593.2,0.0318673855819654
44016,344.6,"Wiggins town, Colorado","8","",84770,"","","10884770","48000",48000,"C1","1363","0675","Wiggins",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413486,"Wiggins, Town of",347213.8,0.0209913547107758
45001,115,"Cheraw town, Colorado","8","",13460,"","","10813460","36429",36429,"C1","0205","0189","Cheraw",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413193,"Cheraw, Town of",99061,0.0236459963216119
45004,597,"Fowler town, Colorado","8","",27975,"","","10827975","30850",30850,"C1","0480","0299","Fowler",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412648,"Fowler, Town of",491869.6,0.0267067156419591
45007,3423.2,"La Junta city, Colorado","8","",42110,"","","10842110","31113",31113,"C1","0745","0412","La Junta",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411574,"La Junta, City of",3684153,0.0345910301094187
45009,198,"Manzanola town, Colorado","8","",48500,"","","10848500","29844",29844,"C1","0855","0454","Manzanola",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412949,"Manzanola, Town of",231781.4,0.0392244046144328
45014,1869,"Rocky Ford city, Colorado","8","",65190,"","","10865190","27088",27088,"C1","1135","0567","Rocky Ford",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410983,"Rocky Ford, City of",1460967.8,0.0288572141227988
45015,286,"Swink town, Colorado","8","",75970,"","","10875970","36932",36932,"C1","1275","0622","Swink",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413358,"Swink, Town of",260444.8,0.0246573744678369
46009,513.2,"Ridgway town, Colorado","8","",64200,"","","10864200","51442",51442,"C1","1120","0561","Ridgway",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412551,"Ridgway, Town of",634616,0.0240384535256515
47001,191.8,"Alma town, Colorado","8","",1530,"","","10801530","45000",45000,"C1","0020","0109","Alma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412350,"Alma, Town of",199739.6,0.0231421156297069
47005,401.4,"Fairplay town, Colorado","8","",25610,"","","10825610","42457",42457,"C1","0425","0289","Fairplay",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412616,"Fairplay, Town of",422630.8,0.0247990173216551
48004,500.2,"Haxtun town, Colorado","8","",34960,"","","10834960","39167",39167,"C1","0610","0358","Haxtun",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412738,"Haxtun, Town of",244846.4,0.0124976894119928
49006,5974.4,"Aspen city, Colorado","8","",3620,"","","10803620","67164",67164,"C1","0045","0121","Aspen",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409743,"Aspen, City of",7303081.2,0.0182001631115223
50007,243,"Granada town, Colorado","8","",31550,"","","10831550","28173",28173,"C1","0545","0336","Granada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412698,"Granada, Town of",301607.8,0.0440558109587164
50008,48,"Hartman town, Colorado","8","",34520,"","","10834520","",NA,"C1","0600","0354","Hartman",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412730,"Hartman, Town of",16669.4,NA
50011,382.4,"Holly town, Colorado","8","",37215,"","","10837215","34615",34615,"C1","0625","0371","Holly",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412764,"Holly, Town of",225740,0.0170540016692887
50017,196,"Wiley town, Colorado","8","",85045,"","","10885045","40583",40583,"C1","1365","0677","Wiley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413488,"Wiley, Town of",NA,NA
51016,47844,"Pueblo city, Colorado","8","",62000,"","","10862000","34550",34550,"C1","1085","0547","Pueblo",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411501,"Pueblo, City of",37126872,0.0224601590480204
51018,115,"Rye town, Colorado","8","",66895,"","","10866895","55938",55938,"C1","1150","0574","Rye",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412588,"Rye, Town of",199215,0.0309682925350582
52007,1220.4,"Meeker town, Colorado","8","",49875,"","","10849875","50054",50054,"C1","0875","0464","Meeker",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412977,"Meeker, Town of",670998.2,0.0109845018641748
52015,1029.8,"Rangely town, Colorado","8","",62880,"","","10862880","68750",68750,"C1","1095","0552","Rangely",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412528,"Rangely, Town of",1465050.6,0.0206931704302689
53002,855.8,"Del Norte town, Colorado","8","",19795,"","","10819795","29032",29032,"C1","0310","0239","Del Norte",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412416,"Del Norte, Town of",579086.8,0.0233074321258904
53005,1972.4,"Monte Vista city, Colorado","8","",51635,"","","10851635","37188",37188,"C1","0900","0478","Monte Vista",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411143,"Monte Vista, City of",1432574,0.0195307647383958
54010,511.8,"Oak Creek town, Colorado","8","",55155,"","","10855155","39773",39773,"C1","0965","0499","Oak Creek",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413061,"Oak Creek, Town of",564101.2,0.0277120332761418
55004,112.8,"Crestone town, Colorado","8","",18420,"","","10818420","25625",25625,"C1","0275","0227","Crestone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412387,"Crestone, Town of",77758.6666666667,0.0269014588018221
56002,503,"Silverton town, Colorado","8","",70580,"","","10870580","35699",35699,"C1","1225","0597","Silverton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413289,"Silverton, Town of",490775.2,0.0273311919847619
57007,253.4,"Norwood town, Colorado","8","",54880,"","","10854880","41094",41094,"C1","0950","0496","Norwood",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413057,"Norwood, Town of",406306.8,0.0390183646948154
57008,73.2,"Ophir town, Colorado","8","",55870,"","","10855870","70000",70000,"C1","0980","0503","Ophir",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413085,"Ophir, Town of",53733,0.0104865339578454
57014,2097,"Telluride town, Colorado","8","",76795,"","","10876795","62000",62000,"C1","1280","0624","Telluride",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413371,"Telluride, Town of",1965769.8,0.0151196778808436
57017,23,"Sawpit town, Colorado","8","",68655,"","","10868655","",NA,"C1","1175","0583","Sawpit",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413263,"Sawpit, Town of",7746.4,NA
58004,730.2,"Julesburg town, Colorado","8","",39965,"","","10839965","41500",41500,"C1","0695","0397","Julesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412812,"Julesburg, Town of",484917.6,0.0160021383809684
58007,176,"Ovid town, Colorado","8","",56475,"","","10856475","25417",25417,"C1","1010","0509","Ovid",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413096,"Ovid, Town of",93449.4,0.0208900539009324
59004,7077.6,"Breckenridge town, Colorado","8","",8400,"","","10808400","61394",61394,"C1","0125","0158","Breckenridge",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411722,"Breckenridge, Town of",3188415.6,0.00733775118474138
59009,1290.8,"Dillon town, Colorado","8","",20440,"","","10820440","54688",54688,"C1","0330","0245","Dillon",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412431,"Dillon, Town of",1362984,0.0193081098027668
59015,3154.8,"Frisco town, Colorado","8","",28690,"","","10828690","70893",70893,"C1","0500","0304","Frisco",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412661,"Frisco, Town of",884369.2,0.00395419808912723
59018,2105.4,"Silverthorne town, Colorado","8","",70525,"","","10870525","70938",70938,"C1","1222","0596","Silverthorne",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413288,"Silverthorne, Town of",2862705.6,0.0191673965957501
60015,3225.6,"Woodland Park city, Colorado","8","",86090,"","","10886090","64945",64945,"C1","1380","0684","Woodland Park",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412303,"Woodland Park, City of",2717976,0.0129744628238546
61002,844.4,"Akron town, Colorado","8","",925,"","","10800925","40972",40972,"C1","0010","0105","Akron",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412340,"Akron, Town of",515059.6,0.0148875110744485
61006,248,"Otis town, Colorado","8","",56365,"","","10856365","38977",38977,"C1","1000","0507","Otis",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413094,"Otis, Town of",117879.8,0.0121949296814416
62003,616.8,"Ault town, Colorado","8","",3950,"","","10803950","50368",50368,"C1","0050","0125","Ault",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411653,"Ault, Town of",726522.2,0.0233856700546494
62007,1583.8,"Dacono city, Colorado","8","",19080,"","","10819080","48516",48516,"C1","0295","0233","Dacono",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410283,"Dacono, City of",1096314.4,0.0142675627916262
62008,1729,"Eaton town, Colorado","8","",22860,"","","10822860","69242",69242,"C1","0370","0263","Eaton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412462,"Eaton, Town of",1732128,0.0144682293727823
62011,6847.6,"Evans city, Colorado","8","",25280,"","","10825280","47791",47791,"C1","0415","0285","Evans",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410467,"Evans, City of",6030536.2,0.0184277124808712
62012,3657.4,"Firestone town, Colorado","8","",26600,"","","10826600","81745",81745,"C1","0435","0293","Firestone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412626,"Firestone, Town of",2076628.4,0.00694584568499988
62016,3319.2,"Frederick town, Colorado","8","",28360,"","","10828360","89386",89386,"C1","0490","0303","Frederick",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412656,"Frederick, Town of",2426139.6,0.00817735518020028
62020,346,"Gilcrest town, Colorado","8","",29955,"","","10829955","46875",46875,"C1","0525","0322","Gilcrest",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412683,"Gilcrest, Town of",348132.4,0.0214648107899807
62022,36553.4,"Greeley city, Colorado","8","",32155,"","","10832155","48813",48813,"C1","0570","0342","Greeley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410654,"Greeley, City of",31933214.8,0.0178969639626083
62023,90,"Grover town, Colorado","8","",33310,"","","10833310","",NA,"C1","0585","0347","Grover",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412712,"Grover, Town of",118466.8,NA
62029,561.2,"Hudson town, Colorado","8","",37820,"","","10837820","49306",49306,"C1","0650","0379","Hudson",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412776,"Hudson, Town of",1182842,0.0427473604478342
62033,465.2,"Keenesburg town, Colorado","8","",40185,"","","10840185","53264",53264,"C1","0700","0399","Keenesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412820,"Keenesburg, Town of",519239,0.0209552970237061
62035,533.4,"Kersey town, Colorado","8","",40515,"","","10840515","55179",55179,"C1","0710","0401","Kersey",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412828,"Kersey, Town of",599583.8,0.0203715021133151
62037,748.4,"La Salle town, Colorado","8","",43605,"","","10843605","48906",48906,"C1","0775","0413","La Salle",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412856,"La Salle, Town of",893555.4,0.0244132479146122
62038,1870.4,"Lochbuie town, Colorado","8","",45530,"","","10845530","49415",49415,"C1","0813","0437","Lochbuie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412905,"Lochbuie, Town of",2062482.8,0.0223150077463206
62040,1295.4,"Mead town, Colorado","8","",49600,"","","10849600","95033",95033,"C1","0865","0463","Mead",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412970,"Mead, Town of",497127,0.00403821110930058
62043,1999.2,"Milliken town, Colorado","8","",50480,"","","10850480","72273",72273,"C1","0885","0471","Milliken",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413000,"Milliken, Town of",1798849.8,0.012449805790898
62045,197.8,"Nunn town, Colorado","8","",55045,"","","10855045","50455",50455,"C1","0960","0498","Nunn",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413059,"Nunn, Town of",173417.8,0.017376534807268
62046,337,"Pierce town, Colorado","8","",59005,"","","10859005","57917",57917,"C1","1045","0530","Pierce",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413129,"Pierce, Town of",403139.6,0.0206547290200255
62050,940.4,"Platteville town, Colorado","8","",60160,"","","10860160","57227",57227,"C1","1055","0537","Platteville",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412489,"Platteville, Town of",1060334.6,0.0197028628003708
62051,55,"Raymer (New Raymer) town, Colorado","8","",63045,"","","10863045","51875",51875,"C1","1100","0553","Raymer (a.k.a. New Raymer)",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412533,"Raymer, Town of",16995.2,0.00595669660460022
62053,1201.8,"Severance town, Colorado","8","",69150,"","","10869150","85625",85625,"C1","1195","0589","Severance",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413272,"Severance, Town of",965823.6,0.00938566456884017
63003,132,"Eckley town, Colorado","8","",23025,"","","10823025","38375",38375,"C1","0375","0265","Eckley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412464,"Eckley, Town of",159994.6,0.0315851544763597
63010,1020.4,"Wray city, Colorado","8","",86310,"","","10886310","40850",40850,"C1","1385","0687","Wray",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412310,"Wray, City of",507122.8,0.0121660788218986
63017,1490.2,"Yuma city, Colorado","8","",86750,"","","10886750","37123",37123,"C1","1395","0691","Yuma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412329,"Yuma, City of",889826.2,0.0160848703443431
64009,45203.8,"Arvada city, Colorado","8","",3455,"","","10803455","69938",69938,"C1","0040","0120","Arvada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409737,"Arvada, City of",29494600,0.00932941381896976
64010,132556,"Aurora city, Colorado","8","",4000,"","","10804000","53011",53011,"C1","0055","0126","Aurora",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409757,"Aurora, City of",116236292.4,0.0165415560774625
64017,1920.4,"Basalt town, Colorado","8","",4935,"","","10804935","69583",69583,"C1","0060","0716","Basalt",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411665,"Basalt, Town of",747589.6,0.00559459180498599
64030,23372.8,"Broomfield city, Colorado","8","",9280,"","","10809280","81898",81898,"C1","0143","0796","Broomfield",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409919,"Broomfield, City and County of",31678922.6,0.0165495566488791
64039,925,"Center town, Colorado","8","",12855,"","","10812855","25130",25130,"C1","0195","0186","Center",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413186,"Center, Town of",355330,0.0152861337262451
64060,6924.2,"Erie town, Colorado","8","",24950,"","","10824950","111745",111745,"C1","0400","0702","Erie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412599,"Erie, Town of",8670311.8,0.0112056489369636
64085,19519.8,"Littleton city, Colorado","8","",45255,"","","10845255","65221",65221,"C1","0810","0435","Littleton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410845,"Littleton, City of",8476432,0.00665809926073103
64205,35433,"Longmont city, Colorado","8","",45970,"","","10845970","62208",62208,"C1","0820","0440","Longmont",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410869,"Longmont, City of",22779666.2,0.0103345885968464
64225,7712.2,"Windsor town, Colorado","8","",85485,"","","10885485","80512",80512,"C1","1375","0680","Windsor",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413496,"Windsor, Town of",5576957.2,0.00898169726767026
64237,2131.4,"Berthoud town, Colorado","8","",6255,"","","10806255","59477",59477,"C1","0080","0139","Berthoud",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411681,"Berthoud, Town of",2784123.6,0.0219621319006994
64258,898,"Bennett town, Colorado","8","",6090,"","","10806090","50750",50750,"C1","0075","0727","Bennett",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411676,"Bennett, Town of",1000908.6,0.0219625133026869
64263,493,"Central City city, Colorado","8","",12910,"","","10812910","47132",47132,"C1","0200","0187","Central City",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409427,"Central City",871177.6,0.0374924578487349
64264,43906.8,"Thornton city, Colorado","8","",77290,"","","10877290","66948",66948,"C1","1285","0628","Thornton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412064,"Thornton, City of",38681792.4,0.0131594335736584
64266,3978.2,"Johnstown town, Colorado","8","",39855,"","","10839855","81313",81313,"C1","0690","0396","Johnstown",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412807,"Johnstown, Town of",2696067.6,0.00833458883325918
