geoname,geonum,b25077001,b25077_moe001,b19013001,b19013_moe001
607,108013060700,457100,30229,106364,20544
94.06,108001009406,190800,4894,62083,8628
609,108013060900,250500,25745,69258,6853
302,108014030200,190900,6269,69625,6342
804,108005080400,181100,17495,63000,3768
807,108005080700,173500,11410,49918,5793
812,108005081200,124100,11369,43986,4994
814,108005081400,200300,10647,59203,5263
816,108005081600,181600,6499,65347,6147
822,108005082200,142400,20400,44907,5800
829,108005082900,171000,13096,60731,4445
831,108005083100,234600,18169,79028,22604
832,108005083200,268300,7998,112967,7479
839,108005083900,180200,20560,53253,5080
841,108005084100,208100,10827,73548,10864
842,108005084200,169600,7202,65256,6701
25.02,108069002502,223600,10137,76586,6171
120.14,108031012014,207800,9156,57182,6486
11.01,108041001101,152700,9295,32639,6372
26,108069002600,388300,26265,84766,12113
9677,108095967700,109800,19421,43864,5400
98.32,108059009832,213600,7721,68232,7909
28.01,108069002801,304200,33021,59755,7002
31.04,108101003104,172300,10577,58558,6748
47,108031004700,212100,13676,48912,10025
117.24,108059011724,393700,14531,125357,14758
4,108071000400,164300,15789,41961,7718
8,108071000800,163600,12160,53250,4693
6,108123000600,95800,24865,29808,10446
15.01,108077001501,199400,13977,56113,5633
51.04,108031005104,274600,28314,38718,5014
129.03,108013012903,469800,24314,125750,19123
9618,108073961800,117100,29734,39007,2912
9663,108075966300,134800,8012,40345,7043
6.01,108077000601,180500,12422,38270,5304
9,108077000900,174800,25496,50476,4761
11.01,108077001101,169600,6983,44880,5621
2,108099000200,41200,5570,27024,3855
30.01,108101003001,77800,11845,41141,8895
12,108077001200,332400,29521,78021,10899
13.01,108077001301,154600,8073,36409,4028
14.04,108077001404,344300,33470,81250,14657
53,108031005300,260000,30277,36161,5909
9694,108083969400,139700,23271,36841,6070
117.09,108059011709,229000,14192,52841,7373
16,108077001600,333100,22083,77076,7910
9736,108079973600,277100,26844,48125,8932
4,108081000400,177100,13445,40804,7449
9693,108083969300,163600,12835,48490,8161
103.07,108059010307,223700,16226,50690,5206
9665.01,108085966501,297800,30260,64357,6832
9768,108105976800,80200,6030,28158,3072
83.12,108031008312,143200,9648,41898,3979
83.88,108031008388,183400,10011,56954,20522
3,108093000300,241000,29770,49952,7304
9665.03,108085966503,192700,20363,44604,7620
83.90,108031008390,193800,9344,59831,16650
120.10,108031012010,320200,20896,61694,10543
1,108087000100,199300,23116,72679,8219
29.06,108101002906,221900,12094,78594,12471
2,108107000200,246200,29794,55341,6944
46.02,108031004602,138500,24610,45644,7966
1,108099000100,104500,17065,53493,4734
6,108099000600,89500,28305,40766,4763
26,108101002600,88800,8807,23132,3295
28.01,108101002801,120200,6238,37928,6845
29.12,108101002912,155400,10551,57404,23713
29.14,108101002914,141000,7792,69958,8988
8,108087000800,174700,17718,54926,9004
9680,108089968000,95800,14642,33523,4928
29.03,108101002903,160400,11315,64813,12699
68.14,108031006814,267800,19777,48600,9406
9682,108089968200,104600,15590,42208,6638
69.01,108031006901,275400,33176,31449,2838
70.88,108031007088,168900,40299,58864,11535
20.17,108123002017,471700,90629,129063,51373
31.06,108101003106,164200,15640,52500,6809
4,108107000400,364600,41760,87361,7668
6,108107000600,569000,70834,70109,19210
55.02,108031005502,240200,21137,73587,6974
68.09,108031006809,366900,52401,53286,2093
68.12,108031006812,184700,31684,54526,8417
9681.01,108113968101,612500,475179,62000,9536
3,108117000300,486700,68751,66333,14745
156,108031015600,166800,29644,26173,4619
139.04,108035013904,166600,14482,56890,12609
139.07,108035013907,257200,13793,86755,7689
139.09,108035013909,450200,49697,113828,21205
140.01,108035014001,199500,10670,86210,10127
141.27,108035014127,458000,20771,136900,20448
141.28,108035014128,289000,8290,96049,7447
141.31,108035014131,495700,55683,78077,10931
20.18,108123002018,309200,24194,90357,18602
141.36,108035014136,283200,6932,100583,14662
141.40,108035014140,439200,17036,148295,13356
4.02,108117000402,490600,85150,74127,19865
101.05,108119010105,274900,36173,66563,9927
3,108123000300,,,,
141.33,108035014133,339800,16637,123464,22378
11.04,108069001104,226400,9213,58594,9625
142.03,108035014203,379600,41853,108988,13830
144.03,108035014403,558000,32523,110240,7120
102.01,108119010201,166200,15296,49464,5560
5.06,108069000506,221400,11771,47679,14305
117.26,108059011726,336800,35491,97844,10838
7.05,108123000705,241800,58647,47679,7230
10.05,108123001005,151200,10635,50733,11530
13,108123001300,110000,16534,45249,3109
144.06,108035014406,350600,21898,101875,9115
145.04,108035014504,228500,10192,61058,15802
146.02,108035014602,596300,33282,123688,8476
117.20,108059011720,337100,31324,87585,6692
66,108041006600,227000,12515,62649,8698
5.01,108037000501,1209500,1143616,60694,16663
5.03,108037000503,332400,283026,48022,11935
7.01,108037000701,813300,187741,65083,15444
9611,108039961100,231000,25889,50806,5779
17.09,108069001709,381700,40873,86844,16396
18.06,108069001806,255700,11740,69229,6239
18.09,108069001809,284700,8972,85118,9678
19.02,108069001902,215900,10098,51972,6581
20.10,108069002010,394000,28100,102583,19382
25.01,108069002501,417200,33861,91777,13676
117.08,108059011708,235400,8890,68718,7606
67,108041006700,285100,18927,48833,11507
69.02,108041006902,247500,13608,78720,9953
9791,108043979100,167400,13040,42500,10966
117.31,108059011731,184200,13237,60601,10280
118.05,108059011805,221100,71160,55208,8248
118.06,108059011806,202800,17870,34878,13347
119.51,108059011951,282800,32239,60608,5088
120.24,108059012024,336700,12778,113913,4605
604,108059060400,238300,6171,83036,5419
9803,108043980300,,,,
120.31,108059012031,368900,25673,90653,14572
120.32,108059012032,416400,27423,86705,9921
9794,108043979400,143000,15561,43980,3870
11.09,108069001109,231700,6020,70663,7174
94.01,108001009401,178200,10025,53571,7757
9517.01,108045951701,305200,43040,65246,8008
120.34,108059012034,729100,42847,152650,17593
120.37,108059012037,335000,18846,82487,4696
120.45,108059012045,286600,13548,91220,7567
120.48,108059012048,289600,15845,64900,17890
120.50,108059012050,461400,30338,74608,7254
120.53,108059012053,265500,5954,94598,11969
120.59,108059012059,366900,19809,101953,15054
158,108059015800,236200,36996,54127,5008
13.08,108069001308,305600,28708,87303,8823
3,108069000300,317300,29538,76821,8285
101.03,108119010103,263900,14202,79821,9220
146.04,108035014604,281100,20525,95708,5220
7.02,108037000702,405600,150102,62212,18797
9518.03,108045951803,531000,92918,54029,15873
9519.01,108045951901,235600,17867,55110,8982
5.03,108069000503,203200,32841,26135,6749
8.02,108069000802,287500,15485,51786,9593
9.02,108069000902,276100,11643,50059,5297
10.07,108069001007,378100,35762,46940,10604
11.06,108069001106,221900,7735,48775,6425
11.12,108069001112,266300,20685,63017,6807
11.14,108069001114,432600,20368,127143,20305
102.06,108059010206,244800,8852,71959,5394
16.05,108069001605,283100,25856,80583,21742
17.06,108069001706,240400,10043,59443,7744
1.01,108041000101,303300,31978,38231,4624
1.02,108041000102,181600,6997,63152,11500
3.02,108041000302,11300,4561,29327,5614
6,108041000600,178000,9187,51838,8274
13.01,108041001301,168500,8776,42266,17859
13.02,108041001302,195100,15289,39587,9727
15,108041001500,176700,11695,38942,7777
20,108041002000,154600,6979,36630,5310
24,108041002400,199000,27529,40284,5075
25.02,108041002502,298100,26109,42240,6141
36.01,108031003601,206600,21781,38286,3720
27,108041002700,163700,12092,34650,11231
29,108041002900,110600,5885,30430,3336
9520.01,108045952001,203900,43105,50162,8173
138,108047013800,252800,31507,65670,10178
42,108041004200,148600,6750,53228,6467
83.08,108001008308,28300,16714,30054,6555
33.03,108041003303,185300,19051,45569,5759
98.29,108059009829,250000,12992,92500,18609
33.06,108041003306,354700,25239,68893,6720
37.02,108041003702,363700,15054,112375,7274
37.07,108041003707,290800,18657,93929,10970
37.09,108041003709,292000,36249,66442,12799
44.01,108041004401,,,44039,4973
9637,108051963700,214800,41278,35766,6337
98.27,108059009827,314500,22210,80775,6495
98.36,108059009836,377800,38833,103606,11184
98.37,108059009837,558900,20492,146250,16213
98.41,108059009841,262400,10286,82266,8376
98.42,108059009842,442100,30598,108289,24727
38.02,108041003802,,,,
39.06,108041003906,252400,12625,73346,10101
40.09,108041004009,126000,11624,32417,8990
44.02,108041004402,,,,
67.09,108005006709,353700,19207,103947,14225
45.01,108041004501,103900,28935,38502,4647
45.08,108041004508,140700,8273,38036,5186
98.47,108059009847,455400,56960,78816,19382
98.48,108059009848,630000,76085,91518,25922
98.50,108059009850,596600,33800,132063,30284
99,108059009900,350200,21749,52763,4746
102.08,108059010208,221500,8189,61620,10872
102.12,108059010212,219900,6278,60893,10217
45.11,108041004511,170600,10950,63705,11994
46.03,108041004603,199400,12073,64193,3945
47.03,108041004703,198500,9037,72045,11727
49.01,108041004901,168300,4198,50609,12253
49.02,108041004902,320300,10858,93729,5721
140.08,108035014008,349000,9721,121488,8224
51.07,108041005107,248300,21087,89500,14009
104.02,108059010402,172000,12564,41435,8538
96.06,108001009606,142100,30196,35493,8821
104.03,108059010403,192100,21343,43368,3812
105.04,108059010504,378700,17130,112200,15100
107.02,108059010702,263300,28831,38922,5544
111,108059011100,305000,25563,40273,5328
114.01,108059011401,145600,15791,37793,8280
115.50,108059011550,221500,31764,31838,6355
51.09,108041005109,220900,17947,75204,8819
55.01,108041005501,216300,7779,60424,5038
55.02,108041005502,164400,6333,36098,3774
56.02,108041005602,176300,13233,57979,6496
58,108041005800,182800,5922,67981,11743
63.02,108041006302,158100,14501,38091,6208
80,108001008000,155600,18715,48288,5845
86.03,108001008603,118400,12860,38493,2702
86.05,108001008605,213300,18049,56328,9973
88.01,108001008801,134300,7602,38019,4770
14.16,108123001416,290200,17645,96719,19348
85.23,108001008523,307000,21972,86450,15901
95.53,108001009553,169000,15344,49444,8516
85.29,108001008529,239900,13111,63060,8864
85.35,108001008535,229200,24497,62625,11510
85.37,108001008537,256300,16817,91266,12453
34.02,108031003402,648200,27401,125382,16403
85.39,108001008539,193300,12744,82325,10189
85.40,108001008540,291300,14021,95508,11021
85.50,108001008550,224300,7640,75946,16583
88.02,108001008802,107000,13971,47227,10297
90.01,108001009001,160000,5380,42123,9209
92.02,108001009202,151700,8163,50185,8774
92.04,108001009204,225700,21611,66010,4437
93.07,108001009307,182600,10719,48099,4560
93.08,108001009308,157400,10617,43063,10306
93.19,108001009319,45000,31810,36301,3155
93.23,108001009323,209500,13686,46989,8941
93.27,108001009327,226500,10623,63367,5576
95.01,108001009501,164500,6035,37877,5180
84.02,108001008402,236800,13500,73977,9282
85.05,108001008505,181500,7698,58641,4505
85.24,108001008524,241000,8880,86791,10194
14.11,108123001411,250300,24466,71094,10936
15,108123001500,237300,14615,68594,19104
17,108123001700,168400,12553,50928,3799
18,108123001800,210400,21710,60060,9251
68.01,108041006801,190700,7180,61920,10946
19.07,108123001907,195100,18546,69153,6261
20.05,108123002005,287800,28987,110000,8823
20.07,108123002007,354000,18401,116230,8104
20.13,108123002013,242000,8148,102244,8838
21.01,108123002101,192800,8770,67007,8183
21.02,108123002102,244100,9941,80725,6086
22.06,108123002206,226200,14583,70305,8984
22.08,108123002208,275500,28503,85436,5786
22.10,108123002210,377600,24769,111250,28994
23,108123002300,195600,28569,58687,3870
13.04,108069001304,14100,10043,29054,4646
34.01,108031003401,442700,53428,81435,15636
9632,108125963200,134200,16336,41969,5252
55.03,108031005503,235000,13708,62006,10812
98.08,108059009808,394400,22607,87458,10553
9516,108045951600,376700,25718,56146,8310
13.07,108069001307,250400,21347,76900,14271
68.15,108005006815,417600,55916,74718,9070
98.33,108059009833,247000,20690,61134,9054
109.01,108059010901,274400,21123,65128,5991
117.28,108059011728,300900,16322,77614,11295
833,108005083300,192200,9239,66488,9757
9403,108067940300,232700,12443,54482,2496
9711,108067971100,376800,45524,43875,12751
98.46,108059009846,513500,46861,100795,18559
104.05,108059010405,211000,16675,39156,5632
104.06,108059010406,148800,11251,38786,6313
119.04,108059011904,137900,9697,47005,5314
120.35,108059012035,541100,30152,152059,12844
120.60,108059012060,211000,10851,65116,8573
16.08,108069001608,442200,33352,107774,10080
141.39,108035014139,365100,20822,93164,9466
17.04,108069001704,186900,8573,40812,4989
27,108069002700,238300,16735,56833,9269
9663,108085966300,130500,10170,36583,3553
9660,108075966000,146200,19732,52434,6554
14.06,108123001406,219800,20191,69368,7595
14.15,108123001415,209300,19813,89521,6961
96.07,108001009607,217800,9736,47662,4321
20.04,108123002004,159100,14660,45359,3733
9665.02,108085966502,232900,21043,55495,8850
140.05,108035014005,282700,13219,83560,13411
3,108087000300,108200,31094,48244,5335
9681,108089968100,67400,4416,23216,2715
4,108101000400,87900,6092,35769,7342
9.04,108101000904,115100,6209,33508,3105
14,108101001400,74500,3635,18008,3361
20,108101002000,76100,6385,27028,7752
801,108005080100,147900,15046,34409,3580
28.07,108101002807,157100,6716,61346,6352
4.02,108123000402,146900,14344,48191,8064
71.05,108005007105,276100,13291,87115,16483
74,108005007400,132100,10566,41523,2549
29.18,108101002918,181000,8390,62377,7157
9767,108105976700,110100,22304,38170,9312
9602,108003960200,153200,12665,41168,13813
56.22,108005005622,709800,33284,96298,11547
65.02,108005006502,233700,13691,54871,5215
817,108005081700,360900,10822,119453,13057
820,108005082000,87900,42035,37089,5294
41.04,108031004104,251800,17684,67203,9806
42.02,108031004202,423300,33712,113906,19916
9777,108109977700,87100,9124,33649,6327
7.01,108123000701,83600,13632,42778,9849
81,108001008100,,,24706,12289
85.41,108001008541,448300,20337,117348,16021
86.04,108001008604,191000,9920,47543,6942
91.04,108001009104,162600,10414,61158,9054
93.16,108001009316,31300,3534,39882,9932
93.21,108001009321,37200,14622,38649,6160
837,108005083700,315300,28352,74605,9733
858,108005085800,235000,9471,75431,5995
121.05,108013012105,400300,85165,74427,20358
125.08,108013012508,407000,34713,72083,16073
127.10,108013012710,687100,49814,99583,8626
21.01,108041002101,152200,5242,31918,7356
132.01,108013013201,400700,56170,74083,19587
134.01,108013013401,205300,21026,32379,12407
606,108013060600,389200,39468,102267,14268
303,108014030300,294700,22100,51313,10380
119.02,108031011902,244300,14185,61458,7941
5.02,108031000502,342700,27409,50121,9635
140.13,108035014013,504300,45985,136618,7673
141.16,108035014116,800500,67426,98038,13013
141.26,108035014126,316600,21785,76852,11214
142.04,108035014204,282200,21175,93281,10563
310,108014031000,327800,23286,91096,8977
9649,108029964900,180600,19529,44203,9704
39.01,108031003901,742600,92596,131333,19815
145.03,108035014503,315600,28303,81694,22316
125.09,108013012509,572800,22949,90924,9214
117.32,108059011732,115700,13569,50544,5398
145.06,108035014506,433500,34928,119432,14693
4.02,108037000402,584600,159695,91750,19365
51.04,108041005104,246400,22282,74617,6706
6.02,108077000602,134200,13764,31454,2319
9612.05,108039961205,281500,43740,72250,17365
10,108041001000,497400,98392,79500,13825
33.05,108041003305,478600,22997,111726,20090
38.01,108041003801,,,65795,8535
44.03,108041004403,,,50625,17668
53,108041005300,133900,6518,37422,4588
71.02,108041007102,348600,18428,125833,12087
76.01,108041007601,287300,11668,83567,7942
16.02,108069001602,278300,25641,76944,3142
3,108071000300,228600,37258,48836,7883
30.04,108101003004,203800,16488,83750,14632
10.06,108123001006,129900,11161,45085,4942
83.86,108031008386,171500,15935,51325,2444
603,108059060300,266000,5924,102561,10889
120.22,108059012022,340500,15019,96923,6372
144.04,108035014404,434700,47815,111442,9574
50,108041005000,151200,6960,47058,6965
56.01,108041005601,187800,6949,59830,4464
7,108077000700,149400,13074,37917,7445
9661,108085966100,160700,12609,43698,5609
25.02,108123002502,228700,31509,67623,10195
70.06,108031007006,,,31386,3132
2,108037000200,324800,37236,90250,13516
47.02,108041004702,194000,6047,66458,7383
98.15,108059009815,326600,13201,95323,10017
112.02,108059011202,266900,9501,75586,14664
20.10,108123002010,149800,17452,55685,6235
45.07,108041004507,167800,8156,60083,10204
70,108041007000,356400,7567,111146,6895
75,108041007500,454100,34353,112224,14902
98.28,108059009828,242700,9225,82551,8685
117.21,108059011721,332700,22882,74241,16160
120.52,108059012052,233800,9782,72944,10183
117.23,108059011723,180600,14253,47783,9955
120.27,108059012027,374200,44556,95455,22044
10.09,108069001009,284300,17645,81604,7411
56.35,108005005635,328900,44561,87414,19950
9781,108043978100,179000,13340,44955,9906
98.49,108059009849,369700,63867,57969,9287
159,108059015900,306000,86710,54756,15098
29.13,108101002913,198300,9851,72644,7834
73.01,108005007301,164700,19047,35571,5639
13.01,108069001301,277400,21748,61141,5412
17.07,108069001707,200900,14203,61319,8247
9623,108063962300,111700,10481,32614,7558
9708,108067970800,376200,23117,60354,11150
16.01,108069001601,183300,15707,52370,4684
19.01,108069001901,189900,13973,41535,3113
14.05,108123001405,180400,14443,51114,5499
824,108005082400,178200,6789,56563,4279
17.02,108077001702,223500,16717,50833,9595
14.02,108077001402,300600,24128,69545,8529
22.03,108123002203,392900,48848,82721,11496
86.06,108001008606,154200,8676,44720,8916
91.03,108001009103,54100,25651,52143,9191
9692,108083969200,242800,25183,45398,7632
2,108101000200,69800,9744,29050,3393
9.02,108101000902,124600,10537,35302,3019
24,108101002400,88100,4984,32256,6112
83.53,108001008353,158000,8431,56734,6259
9770,108105977000,199000,33111,50333,9049
9682,108113968200,241100,49245,46979,4637
101,108059010100,209900,31677,60544,11089
85.34,108001008534,189900,6450,83182,8233
102.02,108119010202,96000,29892,47000,12868
16,108123001600,193000,19479,71449,5404
20.16,108123002016,191200,22079,61582,14115
22.09,108123002209,371300,37352,85972,18586
17.07,108077001707,152400,10320,54909,9204
4.01,108037000401,393900,123600,62450,22594
28.02,108069002802,346100,19051,52429,6350
19.08,108123001908,156300,17393,42311,8388
9666.01,108085966601,163300,14143,45854,2665
9685,108089968500,109000,20383,43553,2888
98.45,108059009845,613100,32082,137557,15861
18.07,108069001807,232700,9139,62358,6436
4.02,108097000402,1023700,523564,81167,19044
7,108107000700,366400,32195,48147,10882
106.04,108059010604,230000,13712,51215,10514
27.02,108031002702,224500,21933,51552,5712
20.11,108069002011,260800,26238,72083,9569
2.02,108049000202,323300,67064,70000,9734
98.07,108059009807,266100,24891,53958,11030
98.34,108059009834,191700,12663,62036,7884
9683,108115968300,86800,6068,44191,5886
68.10,108031006810,184400,24745,65504,8458
14.04,108123001404,131800,25105,59271,8657
2.03,108041000203,176500,6243,42202,11863
9651,108029965100,163900,12150,35714,7279
6,108031000600,294000,63333,40819,5103
18,108031001800,217200,23148,45428,5555
27.01,108031002701,259300,199627,36602,5097
23,108101002300,95100,8534,29128,1744
28.08,108101002808,235100,10970,92917,9504
864,108005086400,647600,54273,125833,14809
29.17,108101002917,176300,21742,64960,10733
50.02,108031005002,329500,58278,36096,2871
830,108005083000,277900,12881,89073,19003
119.03,108031011903,239700,9181,56595,7808
139.01,108035013901,386700,17814,83402,7845
31,108041003100,509900,40536,90778,11721
37.06,108041003706,281600,7036,98426,10164
818,108005081800,120200,12428,38961,3106
844,108005084400,186400,9583,67951,5595
19.01,108031001901,234800,13626,18281,14135
9404,108007940400,258300,25800,52202,11881
121.04,108013012104,725200,65055,99207,8834
127.09,108013012709,378200,10175,95250,11568
130.06,108013013006,374400,13694,91741,22063
13.01,108031001301,162700,13237,47824,11530
140.06,108035014006,366600,13729,117801,6648
836,108005083600,164300,30320,49653,4024
93.09,108001009309,166900,12539,43147,12416
45.02,108041004502,202300,10518,66563,7315
9786,108043978600,113900,11815,31945,5537
2,108071000200,130300,18969,50347,5417
30.02,108031003002,342700,28093,64725,9983
141.35,108035014135,660600,30145,157934,21830
144.05,108035014405,322400,14954,118669,16933
40.08,108041004008,,,42615,2298
45.03,108041004503,199100,8844,68569,9532
51.11,108041005111,172800,15897,57421,11466
59,108041005900,181700,11570,59725,7425
55.51,108005005551,127000,13194,37386,14822
56.23,108005005623,352100,14574,98917,9249
4.01,108097000401,530200,289781,65633,10676
11,108123001100,169800,7270,51731,6141
56.25,108005005625,255700,15285,59792,8289
42.01,108031004201,499500,50200,97839,9711
121.02,108013012102,515000,62287,67037,4656
45.06,108041004506,160800,6158,54032,4258
85.26,108001008526,302400,14327,92097,17576
85.48,108001008548,205800,46729,86250,12403
90.02,108001009002,156400,7290,43910,10280
97.51,108001009751,139700,81748,42880,5845
56.12,108005005612,815900,84281,74698,11134
67.05,108005006705,1301900,264321,202902,29367
68.55,108005006855,458100,24020,103324,11538
71.06,108005007106,320700,13110,104659,8127
77.04,108005007704,98600,6809,36755,4508
835,108005083500,221300,8066,51949,6246
850,108005085000,597400,37672,113750,27109
868,108005086800,163800,12429,47234,11437
8,108041000800,189000,14280,37336,5118
127.01,108013012701,612500,34513,125732,22271
132.10,108013013210,210200,9033,62415,7975
311,108014031100,,,66071,11563
1,108015000100,238000,17938,39461,5342
135.03,108013013503,178100,8452,40308,3935
1,108097000100,659300,131596,75596,24376
826,108005082600,109800,23802,49018,5969
120.55,108059012055,299800,14056,74944,8200
38,108031003800,645300,71328,89926,22362
51.02,108031005102,271400,11049,62102,9248
155,108031015500,290300,44499,38080,4296
140.10,108035014010,331500,14914,92250,13088
141.09,108035014109,391300,19528,125625,13010
141.23,108035014123,700100,64143,55781,3842
141.34,108035014134,375200,13391,114952,13916
7,108041000700,166500,5275,34651,5250
25.01,108041002501,445000,31668,82768,20121
126.03,108013012603,555300,29324,89063,12452
9621,108063962100,126100,15594,42500,7737
9662.02,108085966202,161900,24033,38616,4722
20.08,108123002008,355700,12268,102841,6005
57,108041005700,225200,9378,54739,5304
9785,108043978500,154400,13738,34516,7981
117.02,108059011702,234700,8666,71906,12189
31.02,108031003102,324600,30431,29900,9229
872,108005087200,442400,67433,51942,7423
9801,108014980100,,,,
21,108031002100,312100,36678,49318,6875
22.04,108123002204,299800,25268,72093,17198
96.04,108001009604,158500,6631,37232,7347
47.06,108041004706,260100,8544,90755,10508
85.07,108001008507,184100,6214,64362,5710
20.07,108069002007,215400,15622,37056,10049
87.09,108001008709,129800,13854,31884,4661
9707.03,108067970703,397900,46660,63322,9996
9612.04,108039961204,368900,18355,106621,10939
4,108093000400,253300,57191,62034,6235
9.05,108031000905,137200,12572,40000,9117
9784,108043978400,164400,11658,41120,6612
1.02,108031000102,317100,28575,70638,8656
33.07,108041003307,206300,9556,70759,11757
121.03,108013012103,591300,49041,83426,13276
9706,108067970600,284700,9956,66897,3776
20.08,108069002008,179000,7335,56471,11122
17,108101001700,137700,4861,45714,11458
43.03,108031004303,869700,64886,163929,33735
9.02,108031000902,156100,11434,49878,8569
77.03,108005007703,200900,33291,42153,4438
154,108031015400,238700,10499,56691,13976
13.05,108069001305,219800,11739,49239,7385
26.01,108031002601,311900,35222,41826,12766
9411,108083941100,111800,10558,29648,2505
41,108041004100,144000,5208,48583,6928
117.25,108059011725,280700,8723,92619,10888
28.04,108101002804,189700,23522,56610,7614
9776,108109977600,174900,17367,33191,5538
12.01,108123001201,130500,7745,37480,4296
22,108041002200,152400,27553,26653,6276
139.10,108035013910,320400,19179,123000,15536
16.06,108069001606,292100,48164,83125,10395
56.11,108005005611,285100,10168,64889,6455
9726,108111972600,223200,45583,36324,2185
102.10,108059010210,278800,19441,77614,15909
45.05,108031004505,124300,27895,26597,8946
805,108005080500,209700,18771,56354,11488
108.01,108059010801,327300,17867,83750,15774
602,108001060200,161900,63062,55236,5190
808,108005080800,152000,9884,42580,4727
143,108035014300,276900,24642,53681,10828
82,108001008200,148600,8406,47029,5179
133.06,108013013306,191600,7877,48516,7124
838,108005083800,149600,16966,61938,8980
24.02,108031002402,353600,25824,55294,14302
9684,108089968400,86600,16136,34079,4353
9707.04,108067970704,321200,50335,53796,9529
2,108077000200,254700,80605,26689,8733
10,108101001000,76300,5562,24516,7698
93.04,108001009304,189900,14282,48482,6050
80,108041008000,196200,7791,43207,4359
