"LG_ID","housingunits","geoname","state","county","place","tract","bg","geonum","b19013001","mhi","FIPS_CLASS_CODE","PLACECE","DOR_CODE","NAME.x","CREATED_ON","CREATED_BY","UPDATED_ON","UPDATED_BY","FEATURE_ID","NAME.y","rev","s5metric"
44007,124,"Hillrose town, Colorado","8","",36610,"","","10836610","33750",33750,"C1","0620","0368","Hillrose",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412751,"Hillrose, Town of",134131.92,0.0320506379928315
44009,344,"Log Lane Village town, Colorado","8","",45695,"","","10845695","35083",35083,"C1","0815","0438","Log Lane Village",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412910,"Log Lane Village, Town of",462468.36,0.0383201199282234
44016,344.6,"Wiggins town, Colorado","8","",84770,"","","10884770","48000",48000,"C1","1363","0675","Wiggins",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413486,"Wiggins, Town of",461481.38,0.0278995804314181
45001,115,"Cheraw town, Colorado","8","",13460,"","","10813460","36429",36429,"C1","0205","0189","Cheraw",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413193,"Cheraw, Town of",84270.48,0.0201154789483295
45004,597,"Fowler town, Colorado","8","",27975,"","","10827975","30850",30850,"C1","0480","0299","Fowler",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412648,"Fowler, Town of",441122.34,0.0239513255092317
45007,3423.2,"La Junta city, Colorado","8","",42110,"","","10842110","31113",31113,"C1","0745","0412","La Junta",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411574,"La Junta, City of",3719953.56,0.0349271665969354
45009,198,"Manzanola town, Colorado","8","",48500,"","","10848500","29844",29844,"C1","0855","0454","Manzanola",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412949,"Manzanola, Town of",212951.66,0.0360378446033854
45014,1869,"Rocky Ford city, Colorado","8","",65190,"","","10865190","27088",27088,"C1","1135","0567","Rocky Ford",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410983,"Rocky Ford, City of",1333314.16,0.0263357838605886
45015,286,"Swink town, Colorado","8","",75970,"","","10875970","36932",36932,"C1","1275","0622","Swink",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413358,"Swink, Town of",242879.62,0.0229944070334518
46007,799.8,"Ouray city, Colorado","8","",56420,"","","10856420","66750",66750,"C1","1005","0508","Ouray",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411342,"Ouray, City of",716231.52,0.0134159292632147
46009,513.2,"Ridgway town, Colorado","8","",64200,"","","10864200","51442",51442,"C1","1120","0561","Ridgway",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412551,"Ridgway, Town of",620784.34,0.0235145276931912
47001,191.8,"Alma town, Colorado","8","",1530,"","","10801530","45000",45000,"C1","0020","0109","Alma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412350,"Alma, Town of",188602.68,0.0218517761557178
48004,500.2,"Haxtun town, Colorado","8","",34960,"","","10834960","39167",39167,"C1","0610","0358","Haxtun",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412738,"Haxtun, Town of",233817.72,0.01193475274123
48005,1035.2,"Holyoke city, Colorado","8","",37270,"","","10837270","43419",43419,"C1","0630","0372","Holyoke",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410781,"Holyoke, City of",2199651,0.0489383925576496
48006,23,"Paoli town, Colorado","8","",57245,"","","10857245","29750",29750,"C1","1030","0514","Paoli",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413107,"Paoli, Town of",8346.25,0.012197661673365
50007,243,"Granada town, Colorado","8","",31550,"","","10831550","28173",28173,"C1","0545","0336","Granada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412698,"Granada, Town of",543374.85,0.0793706915780059
50011,382.4,"Holly town, Colorado","8","",37215,"","","10837215","34615",34615,"C1","0625","0371","Holly",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412764,"Holly, Town of",190969.6,0.0144271988889137
50012,3675.4,"Lamar city, Colorado","8","",43110,"","","10843110","35487",35487,"C1","0765","0421","Lamar",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411617,"Lamar, City of",2373753.66,0.0181995960990854
51005,183.2,"Boone town, Colorado","8","",7795,"","","10807795","25000",25000,"C1","0105","0151","Boone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411709,"Boone, Town of",151134.96,0.0329988995633188
51016,47844,"Pueblo city, Colorado","8","",62000,"","","10862000","34550",34550,"C1","1085","0547","Pueblo",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411501,"Pueblo, City of",38304496.44,0.02317257113114
51018,115,"Rye town, Colorado","8","",66895,"","","10866895","55938",55938,"C1","1150","0574","Rye",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412588,"Rye, Town of",137868.46,0.021431874109068
52015,1029.8,"Rangely town, Colorado","8","",62880,"","","10862880","68750",68750,"C1","1095","0552","Rangely",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412528,"Rangely, Town of",962621.92,0.0135965948551352
53002,855.8,"Del Norte town, Colorado","8","",19795,"","","10819795","29032",29032,"C1","0310","0239","Del Norte",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412416,"Del Norte, Town of",501752.22,0.0201948236631621
53005,1972.4,"Monte Vista city, Colorado","8","",51635,"","","10851635","37188",37188,"C1","0900","0478","Monte Vista",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411143,"Monte Vista, City of",1405077.6,0.0191558970390289
54005,812,"Hayden town, Colorado","8","",35070,"","","10835070","54013",54013,"C1","0615","0359","Hayden",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412740,"Hayden, Town of",810915.6,0.0184893364934313
54010,511.8,"Oak Creek town, Colorado","8","",55155,"","","10855155","39773",39773,"C1","0965","0499","Oak Creek",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413061,"Oak Creek, Town of",799158.28,0.0392594464402208
54023,10022.4,"Steamboat Springs city, Colorado","8","",73825,"","","10873825","56125",56125,"C1","1250","0611","Steamboat Springs",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411976,"Steamboat Springs, City of",4224398.8,0.00750994618379996
54030,215.2,"Yampa town, Colorado","8","",86475,"","","10886475","56458",56458,"C1","1390","0688","Yampa",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413518,"Yampa, Town of",215996.44,0.0177778335996321
55004,112.8,"Crestone town, Colorado","8","",18420,"","","10818420","25625",25625,"C1","0275","0227","Crestone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412387,"Crestone, Town of",64727.92,0.0223933298737243
55008,345.8,"Saguache town, Colorado","8","",67005,"","","10867005","27386",27386,"C1","1155","0575","Saguache",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412591,"Saguache, Town of",151701.22,0.0160190029252977
56002,503,"Silverton town, Colorado","8","",70580,"","","10870580","35699",35699,"C1","1225","0597","Silverton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413289,"Silverton, Town of",480381.18,0.0267523506820362
57014,2097,"Telluride town, Colorado","8","",76795,"","","10876795","62000",62000,"C1","1280","0624","Telluride",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413371,"Telluride, Town of",2323140.82,0.0178683897118772
57027,2074.8,"Mountain Village town, Colorado","8","",52550,"","","10852550","35568",35568,"C1","0926","0695","Mountain Village",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413024,"Mountain Village, Town of",1625722.8,0.022029813061669
58004,730.2,"Julesburg town, Colorado","8","",39965,"","","10839965","41500",41500,"C1","0695","0397","Julesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412812,"Julesburg, Town of",520402.64,0.0171731342791049
58007,176,"Ovid town, Colorado","8","",56475,"","","10856475","25417",25417,"C1","1010","0509","Ovid",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413096,"Ovid, Town of",74470.34,0.016647398663028
58012,110,"Sedgwick town, Colorado","8","",68930,"","","10868930","29375",29375,"C1","1185","0586","Sedgwick",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413269,"Sedgwick, Town of",75913.26,0.023493465377176
59009,1290.8,"Dillon town, Colorado","8","",20440,"","","10820440","54688",54688,"C1","0330","0245","Dillon",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412431,"Dillon, Town of",1420588.08,0.0201241325159662
59018,2105.4,"Silverthorne town, Colorado","8","",70525,"","","10870525","70938",70938,"C1","1222","0596","Silverthorne",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413288,"Silverthorne, Town of",1984995,0.0132906388996413
60001,728.4,"Cripple Creek city, Colorado","8","",18530,"","","10818530","34107",34107,"C1","0280","0228","Cripple Creek",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410265,"Cripple Creek, City of",1753310.8,0.0705741164378724
60012,339.6,"Victor city, Colorado","8","",80865,"","","10880865","38333",38333,"C1","1310","0647","Victor",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412153,"Victor, City of",1332196.76,0.10233586913661
60015,3225.6,"Woodland Park city, Colorado","8","",86090,"","","10886090","64945",64945,"C1","1380","0684","Woodland Park",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412303,"Woodland Park, City of",3042966.26,0.014525828268761
61002,844.4,"Akron town, Colorado","8","",925,"","","10800925","40972",40972,"C1","0010","0105","Akron",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412340,"Akron, Town of",508162.06,0.0146881415196698
62003,616.8,"Ault town, Colorado","8","",3950,"","","10803950","50368",50368,"C1","0050","0125","Ault",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411653,"Ault, Town of",682929.72,0.0219824928989563
62008,1729,"Eaton town, Colorado","8","",22860,"","","10822860","69242",69242,"C1","0370","0263","Eaton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412462,"Eaton, Town of",1761700.16,0.0147152415993202
62011,6847.6,"Evans city, Colorado","8","",25280,"","","10825280","47791",47791,"C1","0415","0285","Evans",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410467,"Evans, City of",4984178.18,0.0152303210541165
62014,2552.6,"Fort Lupton city, Colorado","8","",27700,"","","10827700","50191",50191,"C1","0465","0310","Fort Lupton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410528,"Fort Lupton, City of",4651315.02,0.0363050584672998
62020,346,"Gilcrest town, Colorado","8","",29955,"","","10829955","46875",46875,"C1","0525","0322","Gilcrest",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412683,"Gilcrest, Town of",334286.4,0.0206111075144509
62022,36553.4,"Greeley city, Colorado","8","",32155,"","","10832155","48813",48813,"C1","0570","0342","Greeley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410654,"Greeley, City of",33873207,0.0189842322100615
62023,90,"Grover town, Colorado","8","",33310,"","","10833310","",NA,"C1","0585","0347","Grover",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412712,"Grover, Town of",120028.28,NA
62029,561.2,"Hudson town, Colorado","8","",37820,"","","10837820","49306",49306,"C1","0650","0379","Hudson",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412776,"Hudson, Town of",2259408.28,0.0816539657401251
62033,465.2,"Keenesburg town, Colorado","8","",40185,"","","10840185","53264",53264,"C1","0700","0399","Keenesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412820,"Keenesburg, Town of",488257.52,0.0197049554360479
62035,533.4,"Kersey town, Colorado","8","",40515,"","","10840515","55179",55179,"C1","0710","0401","Kersey",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412828,"Kersey, Town of",593979.2,0.0201810798224788
62037,748.4,"La Salle town, Colorado","8","",43605,"","","10843605","48906",48906,"C1","0775","0413","La Salle",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412856,"La Salle, Town of",878605.96,0.0240048072237445
62038,1870.4,"Lochbuie town, Colorado","8","",45530,"","","10845530","49415",49415,"C1","0813","0437","Lochbuie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412905,"Lochbuie, Town of",2100769.64,0.0227292517493164
62043,1999.2,"Milliken town, Colorado","8","",50480,"","","10850480","72273",72273,"C1","0885","0471","Milliken",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413000,"Milliken, Town of",1740703.02,0.0120473730150397
62046,337,"Pierce town, Colorado","8","",59005,"","","10859005","57917",57917,"C1","1045","0530","Pierce",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413129,"Pierce, Town of",394592.1,0.0202168005796077
62050,940.4,"Platteville town, Colorado","8","",60160,"","","10860160","57227",57227,"C1","1055","0537","Platteville",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412489,"Platteville, Town of",1015639.82,0.0188723559790025
62053,1201.8,"Severance town, Colorado","8","",69150,"","","10869150","85625",85625,"C1","1195","0589","Severance",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413272,"Severance, Town of",1027059.06,0.00998073750687837
63003,132,"Eckley town, Colorado","8","",23025,"","","10823025","38375",38375,"C1","0375","0265","Eckley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412464,"Eckley, Town of",100866.1,0.019912367979469
63010,1020.4,"Wray city, Colorado","8","",86310,"","","10886310","40850",40850,"C1","1385","0687","Wray",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412310,"Wray, City of",495925.64,0.0118974544746174
63017,1490.2,"Yuma city, Colorado","8","",86750,"","","10886750","37123",37123,"C1","1395","0691","Yuma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412329,"Yuma, City of",561432.6,0.0101486903600809
64009,45203.8,"Arvada city, Colorado","8","",3455,"","","10803455","69938",69938,"C1","0040","0120","Arvada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409737,"Arvada, City of",27228880,0.0086127457008086
64010,132556,"Aurora city, Colorado","8","",4000,"","","10804000","53011",53011,"C1","0055","0126","Aurora",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409757,"Aurora, City of",161319867.18,0.0229573876993927
64029,11639.4,"Brighton city, Colorado","8","",8675,"","","10808675","61051",61051,"C1","0130","0713","Brighton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409911,"Brighton, City of",12295170.64,0.0173025927176102
64030,23372.8,"Broomfield city, Colorado","8","",9280,"","","10809280","81898",81898,"C1","0143","0796","Broomfield",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409919,"Broomfield, City and County of",31915986.32,0.0166734023841988
64060,6924.2,"Erie town, Colorado","8","",24950,"","","10824950","111745",111745,"C1","0400","0702","Erie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412599,"Erie, Town of",12223509.38,0.0157978580297379
64153,44098.2,"Westminster city, Colorado","8","",83835,"","","10883835","67081",67081,"C1","1355","0669","Westminster",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412237,"Westminster, City of",37627290.28,0.0127198664891087
64198,14319.2,"Northglenn city, Colorado","8","",54330,"","","10854330","55831",55831,"C1","0943","0495","Northglenn",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411280,"Northglenn, City of",9760956.34,0.0122095092583488
64205,35433,"Longmont city, Colorado","8","",45970,"","","10845970","62208",62208,"C1","0820","0440","Longmont",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410869,"Longmont, City of",19160932.86,0.00869285601032622
64225,7712.2,"Windsor town, Colorado","8","",85485,"","","10885485","80512",80512,"C1","1375","0680","Windsor",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413496,"Windsor, Town of",4465588.2,0.0071918359593078
64237,2131.4,"Berthoud town, Colorado","8","",6255,"","","10806255","59477",59477,"C1","0080","0139","Berthoud",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411681,"Berthoud, Town of",3170407.18,0.0250092706610024
64258,898,"Bennett town, Colorado","8","",6090,"","","10806090","50750",50750,"C1","0075","0727","Bennett",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411676,"Bennett, Town of",891204.38,0.0195553200873315
64264,43906.8,"Thornton city, Colorado","8","",77290,"","","10877290","66948",66948,"C1","1285","0628","Thornton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412064,"Thornton, City of",42965582.54,0.0146167665536788
64266,3978.2,"Johnstown town, Colorado","8","",39855,"","","10839855","81313",81313,"C1","0690","0396","Johnstown",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412807,"Johnstown, Town of",3429270.68,0.0106012034400588
