geoname,geonum,b25077001,b25077_moe001,b19013001,b19013_moe001
3,1080079743003,450000,258079,42298,18518
1,1080079744001,359700,63923,59826,11091
2,1080079744002,328000,72235,29881,6783
1,1080099646001,65700,22397,35417,7735
2,1080099646002,75900,10798,43191,1919
1,1080099647001,82900,8825,31389,9377
2,1080099647002,67200,12508,36346,5349
1,1080119667001,91900,22757,49375,7530
2,1080119667002,98600,55125,44625,32422
3,1080119667003,68000,18938,35833,10874
4,1080119667004,48500,9771,25893,15136
5,1080119667005,44200,7459,22813,9934
1,1080130121011,747900,178865,87205,19781
2,1080130121012,882700,106933,121174,17120
3,1080130121013,698500,119876,80288,37809
4,1080130121014,1021100,147298,91250,48753
1,1080130121021,128800,82501,43929,12337
2,1080130121022,556700,107640,115298,35745
3,1080130121023,717600,167992,85694,44511
4,1080130121024,628100,74736,63269,23572
5,1080130121025,479800,117619,106375,98777
1,1080130121031,758300,109571,140278,45962
2,1080130121032,743000,95576,146719,32267
3,1080130121033,330000,62571,55550,7115
1,1080130121041,670500,71093,93438,58140
2,1080130121042,773900,51570,120833,24028
1,1080130121051,313800,194557,83487,29161
2,1080130121052,17200,4013,47350,7732
3,1080130121053,717800,88748,138611,27305
4,1080130121054,626600,64443,83214,32283
1,1080130122011,632800,97104,40764,27296
2,1080130122012,759900,207925,49844,27688
3,1080130122013,962600,111009,106818,31825
1,1080130122021,521100,256432,55577,21542
2,1080130122022,357800,134050,40515,14221
3,1080130122023,371700,135674,19031,17253
4,1080130122024,240400,109759,36694,17381
1,1080130122031,,,51090,18237
2,1080130122032,294800,25538,63810,10025
3,1080130122033,139400,35437,36912,10039
4,1080130122034,261000,64173,54079,17545
1,1080130122041,635900,160527,43594,26782
2,1080130122042,,,16280,10729
3,1080130122043,897400,207093,70333,20716
1,1080130123001,,,,
2,1080130123002,155000,129189,32208,8778
1,1080130124011,,,9583,3662
2,1080130124012,,,16398,4172
3,1080130124013,759400,197238,144250,30667
4,1080130124014,707400,130689,18869,16572
1,1080130125011,421000,52090,55714,14676
2,1080130125012,486500,63509,63229,14984
1,1080130125051,750000,87428,,
2,1080130125052,653000,32893,91705,18702
3,1080130125053,886200,78409,104688,45887
1,1080130125071,371500,18141,47250,31653
2,1080130125072,404400,38294,50652,24289
3,1080130125073,454200,28008,82803,30160
1,1080130125081,450700,24647,98684,11081
2,1080130125082,241300,21138,58315,13987
3,1080130125083,451400,50231,61019,30843
1,1080130125091,579500,46761,89740,16728
2,1080130125092,577400,29520,95333,20276
3,1080130125093,559100,44693,84000,18609
1,1080130125101,740600,120576,170357,113532
2,1080130125102,591900,71859,142353,26433
3,1080130125103,414700,45720,105034,19198
4,1080130125104,681400,242268,119677,23029
1,1080130125111,371300,40506,41211,14980
2,1080130125112,583600,75687,63542,18678
1,1080130126031,567800,29064,84542,12052
2,1080130126032,513100,70980,106750,27631
1,1080130126051,,,38571,21286
2,1080130126052,315000,63784,32287,5480
1,1080130126071,,,16173,6561
2,1080130126072,,,21637,7599
3,1080130126073,222100,123789,21848,9022
4,1080130126074,345500,87188,34762,16679
1,1080130126081,402600,30398,62328,16706
1,1080130127011,622900,57199,156667,44733
2,1080130127012,665700,60043,127098,32488
3,1080130127013,654500,41645,153563,24935
4,1080130127014,404800,46644,85167,23702
1,1080130127051,181300,15952,45568,8776
2,1080130127052,217400,22860,66202,15784
3,1080130127053,579900,39295,114605,53982
1,1080130127071,,,49886,12365
2,1080130127072,583300,59790,124107,26868
1,1080130127081,348400,100757,78511,13926
2,1080130127082,628200,74421,230069,184111
3,1080130127083,498200,51605,95897,16687
4,1080130127084,449100,35535,121375,36004
1,1080130127091,378200,10175,95250,11568
1,1080130127101,609200,64920,86042,19624
2,1080130127102,702200,95203,75417,12219
3,1080130127103,708100,85978,134583,32002
1,1080130128001,619000,62478,165000,59488
2,1080130128002,326500,25374,108929,15661
3,1080130128003,366100,18407,122159,21460
4,1080130128004,359400,21802,128259,39632
5,1080130128005,423300,60415,95769,22704
1,1080130129031,469800,24314,125750,19123
1,1080130129041,248200,27101,70864,18747
2,1080130129042,369500,40978,91573,34365
1,1080130129051,260800,27306,52829,7395
2,1080130129052,249000,28666,56146,12937
1,1080130129071,266100,12484,87583,22710
2,1080130129072,270300,29112,75313,15166
1,1080130130031,426200,100185,97976,31139
2,1080130130032,610300,92379,81510,20374
3,1080130130033,702200,264262,111974,87877
4,1080130130034,361100,45262,60821,14177
1,1080130130041,419800,45387,110521,14320
2,1080130130042,479900,30066,123000,13942
1,1080130130051,408400,68575,61434,7729
2,1080130130052,403200,39119,93750,30624
1,1080130130061,405900,54457,80699,20252
2,1080130130062,341700,14281,101484,25868
3,1080130130063,393600,33560,104050,26273
1,1080130132011,400700,56170,74083,19587
1,1080130132021,598100,49508,102361,24917
2,1080130132022,890200,133656,128077,32155
1,1080130132051,474100,83212,112321,13868
2,1080130132052,708800,97130,90652,31318
3,1080130132053,379100,46040,126275,23050
1,1080130132071,339800,21645,81750,13269
2,1080130132072,,,45000,15922
3,1080130132073,312400,22359,106528,15752
1,1080130132081,239300,13963,54617,12207
2,1080130132082,289400,26556,78125,23961
3,1080130132083,288900,30913,64306,11200
1,1080130132101,195300,10717,66406,13299
2,1080130132102,219800,20724,50583,13680
3,1080130132103,214700,10353,80052,29195
1,1080130132111,419400,35100,120900,29909
2,1080130132112,368600,68075,99205,42780
3,1080130132113,27100,1747,22631,17564
1,1080130132121,266500,38921,54632,42685
2,1080130132122,298400,21072,113750,14637
3,1080130132123,279600,28911,72153,12063
1,1080130132131,422400,58748,97500,19207
2,1080130132132,337900,34390,51667,12847
3,1080130132133,380800,70245,135703,69041
1,1080130133021,310800,65178,41809,18648
2,1080130133022,317400,86617,41053,23406
3,1080130133023,,,46563,3361
4,1080130133024,240700,58761,69063,9558
5,1080130133025,270100,12733,74327,29189
1,1080130133051,200200,14107,68152,12574
2,1080130133052,201300,16304,48158,5957
3,1080130133053,231400,10290,61116,6750
1,1080130133061,186700,9942,46970,8998
2,1080130133062,198300,15179,49508,13625
1,1080130133071,256000,18853,43571,6803
2,1080130133072,204500,15586,30692,5683
1,1080130133081,233700,20849,69432,15000
2,1080130133082,151300,55939,30731,4272
3,1080130133083,183900,13916,54643,21167
1,1080130134011,144100,22274,24219,16028
2,1080130134012,228300,23212,51875,17215
3,1080130134013,200000,38537,40549,12939
1,1080130134021,167500,7126,64697,44507
2,1080130134022,204100,53968,72344,21469
3,1080130134023,332300,18722,90469,9743
4,1080130134024,348200,11234,96544,43424
5,1080130134025,175000,26586,40957,13730
1,1080130135031,184000,7030,67679,23667
2,1080130135032,178700,25832,34531,9521
3,1080130135033,162000,36930,37147,4737
4,1080130135034,174100,46547,62240,10925
1,1080130135051,178100,13181,33833,29845
2,1080130135052,183000,42330,42586,8072
3,1080130135053,164200,30360,35208,6964
1,1080130135061,301500,14470,100263,18750
1,1080130135071,177700,9858,49375,19281
2,1080130135072,243500,17402,89286,21931
1,1080130135081,247400,20322,85000,12388
2,1080130135082,356500,23813,105865,49415
3,1080130135083,272100,16395,73750,13965
1,1080130136011,546100,70550,97969,27800
2,1080130136012,527600,65600,81806,28158
3,1080130136013,291900,27541,80217,11307
1,1080130136021,302300,49800,68333,29248
2,1080130136022,292600,40255,67833,54551
1,1080130137011,562300,92817,106786,21844
2,1080130137012,626500,49866,201667,49591
3,1080130137013,558700,75833,157460,23593
4,1080130137014,463500,170507,103333,37533
1,1080130137021,524800,93347,101607,55392
2,1080130137022,414400,71856,86280,9643
3,1080130137023,425600,113539,77656,41739
4,1080130137024,330600,27241,102273,41949
5,1080130137025,318200,24661,60398,10583
6,1080130137026,392000,44847,47760,30869
7,1080130137027,351400,44244,,
1,1080130606001,306300,54652,113317,17229
2,1080130606002,432200,50908,123295,24720
3,1080130606003,,,80018,18877
1,1080130607001,576100,44754,144773,32597
2,1080130607002,386100,45344,96767,34660
3,1080130607003,526900,65185,101094,31913
1,1080130608001,373200,215367,156058,115522
2,1080130608002,240300,33866,51167,30475
3,1080130608003,187500,47321,73110,17181
4,1080130608004,231100,39623,39188,15489
5,1080130608005,18800,10881,41212,2676
1,1080130609001,184000,10377,53986,4240
2,1080130609002,403700,24367,90469,22820
1,1080130613001,516700,59880,145673,18653
2,1080130613002,493100,37411,161034,10763
1,1080130614001,441100,37077,137560,38142
1,1080140300001,221600,13053,50583,12865
2,1080140300002,220400,9791,64706,14564
1,1080140301001,215200,15333,50769,10543
2,1080140301002,255400,19524,85066,14671
1,1080140302001,190900,6269,69625,6342
1,1080140303001,219900,20346,38194,16502
2,1080140303002,328700,17508,61433,10643
1,1080140304001,336700,17882,99327,16785
2,1080140304002,270700,48259,83958,17412
3,1080140304003,452500,21013,156528,23297
1,1080140305001,351200,64213,139120,70797
2,1080140305002,484000,48844,166429,30511
3,1080140305003,414800,34187,122292,31943
4,1080140305004,389400,97730,104464,37064
1,1080140306001,196800,17916,90750,17712
2,1080140306002,213200,24153,107917,35376
3,1080140306003,25100,24593,32480,26808
4,1080140306004,227700,17546,77310,25372
1,1080140307001,280600,11573,91346,7899
2,1080140307002,256700,26111,77589,29877
1,1080140308001,226500,22330,98229,7681
2,1080140308002,35600,25850,44750,12035
3,1080140308003,324700,16513,114479,24428
4,1080140308004,242700,11023,80078,14181
1,1080140309001,519300,53403,125600,13175
2,1080140309002,396800,44343,123819,44840
3,1080140309003,192500,16526,48971,15276
4,1080140309004,286600,30629,84125,39575
1,1080140310001,348100,43950,111364,19715
2,1080140310002,278800,27038,79833,14976
3,1080140310003,379500,45119,113534,18614
1,1080140311001,,,54743,10475
2,1080140311002,,,67155,17031
3,1080140311003,,,83125,14226
1,1080140312001,230600,14067,81750,16342
2,1080140312002,246100,17197,50921,13587
3,1080140312003,254100,26396,73438,28364
1,1080140313001,538000,44043,163482,36568
2,1080140313002,611800,94065,124318,19936
1,1080140314001,451900,36415,82256,13656
2,1080140314002,473800,18031,155441,26443
3,1080140314003,485100,70776,74091,26543
4,1080140314004,406000,28580,69931,8451
1,1080149801001,,,,
1,1080149802001,,,,
1,1080149803001,,,,
1,1080150001001,265100,28509,31964,7897
2,1080150001002,262700,21209,70319,22505
3,1080150001003,225100,12810,41902,7851
1,1080150002001,307100,42343,46548,8574
2,1080150002002,256700,28110,41208,7699
3,1080150002003,318800,84359,53806,12209
1,1080150003001,380000,59198,77361,28506
2,1080150003002,438600,76814,76625,11676
3,1080150003003,338900,53701,55788,8793
1,1080150004011,216200,32465,53906,18813
2,1080150004012,248000,38000,58077,14780
3,1080150004013,369300,25595,74167,38104
4,1080150004014,232400,46552,47177,12084
1,1080150004021,202400,16971,31630,20373
2,1080150004022,194100,82027,60114,17944
1,1080179606001,77100,5672,50500,16367
2,1080179606002,71500,11253,62222,7530
3,1080179606003,107500,16809,51307,3214
1,1080190147001,485100,124591,117938,43112
2,1080190147002,244100,43229,62407,34980
3,1080190147003,390400,47373,84659,23824
1,1080190148001,176300,18189,45694,14410
1,1080190149001,245900,26776,59063,18896
2,1080190149002,225000,31754,55461,11643
1,1080219748001,103200,18050,33859,6268
2,1080219748002,89800,7461,24417,3629
1,1080219749001,115200,24351,55179,11178
2,1080219749002,120100,21638,41736,9627
3,1080219749003,131500,28389,43882,3751
4,1080219749004,154000,44845,34886,28797
1,1080239726001,153200,65225,43015,13636
2,1080239726002,89800,12373,27788,4675
1,1080239727001,79100,26240,25000,13945
2,1080239727002,104000,13045,32784,11226
1,1080259696001,98800,27612,42656,14778
2,1080259696002,68400,40327,38750,22220
3,1080259696003,57300,37353,29388,3789
4,1080259696004,67600,11716,29732,6602
1,1080279701001,257500,63537,50313,23530
2,1080279701002,184600,19407,30800,6269
3,1080279701003,210500,47398,21842,7206
4,1080279701004,216900,57026,50169,38077
1,1080299646001,240400,19381,43333,7386
2,1080299646002,120600,23110,34592,7823
3,1080299646003,234700,32026,66184,27226
4,1080299646004,209000,41196,52143,21767
1,1080299647001,192700,21028,41637,10757
2,1080299647002,280700,50947,60882,21344
3,1080299647003,162800,15210,32125,16044
1,1080299648001,154800,44298,48507,6476
2,1080299648002,198300,53731,34333,22284
3,1080299648003,342900,222586,62031,13624
1,1080299649001,187500,42799,37721,14412
2,1080299649002,182400,22713,51203,10559
3,1080299649003,167800,38166,41632,17729
1,1080299650001,227000,12673,47574,23689
2,1080299650002,256900,49487,37750,2860
3,1080299650003,153800,69081,34375,7825
4,1080299650004,243000,34151,63889,24714
1,1080299651001,243000,40751,45850,26054
2,1080299651002,136800,24570,36250,18373
3,1080299651003,139400,16909,34514,7649
1,1080299652001,215400,20090,39479,9670
2,1080299652002,300000,71080,47262,16998
3,1080299652003,164700,20876,33417,4124
4,1080299652004,151700,38214,31167,8827
1,1080310001021,388800,62011,86429,48842
2,1080310001022,319300,36562,70227,16497
3,1080310001023,257300,30025,66750,27112
1,1080310002011,210200,18072,44375,13843
2,1080310002012,183100,13079,52500,9196
1,1080310002021,,,7750,6078
2,1080310002022,221000,28996,55278,15068
3,1080310002023,292100,19577,90469,16037
4,1080310002024,239100,17551,61250,32768
1,1080310003011,396900,70163,76917,45258
2,1080310003012,396200,179704,107188,29335
3,1080310003013,360500,19803,56287,16617
4,1080310003014,378100,56146,29789,25194
5,1080310003015,325500,67523,63257,15745
6,1080310003016,381000,182736,71389,69693
1,1080310003021,393800,170914,135417,46881
2,1080310003022,342200,190132,,
3,1080310003023,339300,17143,83990,38419
4,1080310003024,340500,31272,121579,51932
5,1080310003025,343600,35150,47945,16954
1,1080310003031,442800,50409,96827,29174
2,1080310003032,399000,61921,70268,53452
3,1080310003033,370700,158804,66364,57484
4,1080310003034,363900,60909,,
5,1080310003035,348600,47436,94375,28820
6,1080310003036,480900,50439,142407,93742
1,1080310004011,357600,21440,87135,17929
2,1080310004012,312900,36437,64813,16257
3,1080310004013,373500,190422,44276,10146
4,1080310004014,321700,42291,33125,26865
1,1080310004021,303700,117076,67444,59032
2,1080310004022,444800,53295,61917,29708
3,1080310004023,288000,58124,70516,19058
4,1080310004024,311300,68842,70729,33346
5,1080310004025,294400,53983,39896,28354
6,1080310004026,359100,56957,86923,66531
1,1080310005011,392100,34825,90833,14018
2,1080310005012,377000,54415,83750,36922
1,1080310005021,378400,42294,62583,38687
2,1080310005022,314400,85951,74219,29685
3,1080310005023,325700,67831,61917,29872
4,1080310005024,335500,28692,17258,7495
5,1080310005025,325000,136898,76047,44936
1,1080310006001,289400,77316,44333,12296
2,1080310006002,312500,107628,38611,9650
1,1080310007011,414600,113432,19739,2932
2,1080310007012,249400,67800,55833,9255
3,1080310007013,161200,52740,20031,14101
1,1080310007021,250900,151132,29250,11096
2,1080310007022,163500,155754,29896,6833
3,1080310007023,176600,54290,10640,5385
4,1080310007024,262500,104449,38188,21212
5,1080310007025,322900,92553,22311,17825
1,1080310008001,137500,113589,9849,2999
1,1080310009021,159800,17418,79167,23959
2,1080310009022,,,53984,5498
3,1080310009023,159500,21460,40217,11611
4,1080310009024,162800,15244,49468,11633
5,1080310009025,139900,27262,47875,21762
1,1080310009031,145800,25732,27366,12120
2,1080310009032,128700,33615,32151,26361
3,1080310009033,144900,25224,43787,7416
4,1080310009034,138100,18491,39643,20909
5,1080310009035,178800,29150,38462,35444
1,1080310009041,167500,17319,36500,9381
2,1080310009042,150000,24595,18542,5089
3,1080310009043,154000,51945,14306,7464
4,1080310009044,109400,37746,45156,8587
1,1080310009051,136700,11375,30813,20583
2,1080310009052,138300,22225,30987,10350
3,1080310009053,118500,12276,43510,9919
4,1080310009054,151000,26948,43828,18099
1,1080310010001,150000,116670,17969,8643
2,1080310010002,155700,31455,30227,20418
3,1080310010003,159800,15136,41734,15127
1,1080310011011,266300,47648,70313,36314
2,1080310011012,,,12625,8080
3,1080310011013,244200,35451,51857,16628
4,1080310011014,238200,33286,45341,8637
1,1080310011021,261500,90289,42560,7162
2,1080310011022,442500,53114,77813,10197
3,1080310011023,509300,114462,83393,15497
1,1080310013011,134100,40069,55221,43506
2,1080310013012,170000,21262,48241,9951
3,1080310013013,143600,27145,36957,21319
4,1080310013014,173800,22007,51250,34711
5,1080310013015,168400,38092,58750,31175
1,1080310013021,159500,12156,51286,7491
2,1080310013022,115200,39755,40726,4994
3,1080310013023,135700,21904,50055,14073
1,1080310014011,180800,27547,30076,17012
2,1080310014012,180000,13648,54063,16729
3,1080310014013,143100,32838,31000,15693
4,1080310014014,164500,5549,33155,12403
5,1080310014015,170300,15301,51983,7511
1,1080310014021,171800,18824,43665,3737
2,1080310014022,130600,18476,55900,12174
3,1080310014023,186100,14786,31277,2498
4,1080310014024,156800,22343,22724,7165
1,1080310014031,167200,24033,58250,12244
2,1080310014032,195500,31050,46000,6753
1,1080310015001,178600,72807,44554,15622
2,1080310015002,147600,52197,53203,22555
3,1080310015003,106500,42982,20436,4694
1,1080310016001,237600,27200,40547,17537
2,1080310016002,330400,57330,85659,7380
3,1080310016003,269200,162084,50045,27784
1,1080310017011,573500,80957,102461,26092
2,1080310017012,355900,98857,92813,25004
3,1080310017013,544500,115154,,
4,1080310017014,383000,121989,11769,1996
5,1080310017015,651400,89828,102292,69017
1,1080310017021,202800,38778,53227,4060
2,1080310017022,276600,21099,74762,21316
1,1080310018001,203500,55705,47604,8026
2,1080310018002,242400,36747,37050,8804
1,1080310019011,218800,13406,,
2,1080310019012,238500,19642,22917,14133
1,1080310019021,450000,61418,82788,16975
1,1080310020001,372100,27932,69638,12427
1,1080310021001,347900,89999,48750,30433
2,1080310021002,336600,60132,66217,28771
3,1080310021003,428600,299249,16797,13874
4,1080310021004,293500,140386,59500,41814
5,1080310021005,278900,33542,67708,42960
1,1080310023001,323900,39034,61012,30426
2,1080310023002,312800,47608,59263,25733
3,1080310023003,334900,31048,51538,21443
1,1080310024021,306300,57065,56250,22091
2,1080310024022,386000,41357,53250,18324
1,1080310024031,294900,50148,54358,20108
2,1080310024032,298900,59526,79306,46332
3,1080310024033,419100,118382,25521,10258
1,1080310026011,301000,33805,70776,23424
2,1080310026012,,,19350,10500
1,1080310026021,322000,26167,63672,13509
1,1080310027011,,,31212,3164
2,1080310027012,344800,257381,51827,18332
3,1080310027013,,,40893,6108
4,1080310027014,,,27445,5836
1,1080310027021,216600,37140,66719,9763
2,1080310027022,,,45661,5578
3,1080310027023,269700,16162,57778,25829
4,1080310027024,231500,59809,47113,16302
5,1080310027025,205600,34151,35985,6900
1,1080310027031,165900,46979,38663,6427
2,1080310027032,260000,65859,31462,12605
3,1080310027033,,,53075,17047
4,1080310027034,127400,16277,51452,17416
1,1080310028011,533000,94760,62083,12940
2,1080310028012,446000,61612,97931,44014
3,1080310028013,244200,41520,61452,12842
1,1080310028021,326800,54334,56250,16577
2,1080310028022,300000,229452,49667,10772
3,1080310028023,417200,100346,31172,16873
4,1080310028024,,,38214,21283
1,1080310028031,256800,93338,42281,25164
2,1080310028032,469000,168154,54318,14667
3,1080310028033,285000,157633,53750,10946
4,1080310028034,183900,60954,52763,10544
1,1080310029011,372300,36871,74130,22369
2,1080310029012,387100,48531,47156,12959
3,1080310029013,328800,52475,69000,16256
1,1080310029021,452700,48630,87857,26045
2,1080310029022,576600,53729,115000,28930
3,1080310029023,527300,73904,95313,21609
1,1080310030011,467100,80307,119792,74272
2,1080310030012,421500,58029,77727,16356
3,1080310030013,419700,80021,82216,31858
4,1080310030014,508200,110184,107727,44187
5,1080310030015,371600,32797,110509,30361
1,1080310030021,360000,42937,66750,18798
2,1080310030022,353800,80015,61375,33833
3,1080310030023,327500,37589,63640,14719
1,1080310030031,354600,17774,79583,22658
2,1080310030032,,,14940,7437
1,1080310030041,332300,64236,,
2,1080310030042,322800,58132,60139,19740
3,1080310030043,380700,28444,112917,35774
1,1080310031011,333100,24223,55139,9313
1,1080310031021,313700,37582,25750,18207
2,1080310031022,346700,51113,34570,7163
1,1080310032011,319000,54882,45217,19242
2,1080310032012,261000,24096,52643,18061
3,1080310032013,209400,91522,58566,11110
4,1080310032014,187300,36201,70405,25335
5,1080310032015,355300,32107,75101,8322
1,1080310032021,262500,138737,36307,9227
2,1080310032022,442500,264913,71635,29087
3,1080310032023,,,55625,13764
1,1080310032031,1413000,423886,221786,89065
2,1080310032032,718800,117117,119861,36326
3,1080310032033,687500,179612,130156,81618
1,1080310033001,484100,69522,101711,16368
2,1080310033002,543700,68011,130052,16903
3,1080310033003,687500,76159,136641,23964
4,1080310033004,516200,147749,100625,33158
1,1080310034011,633900,124395,107500,48826
2,1080310034012,408700,63972,75125,14734
1,1080310034021,757600,101593,130694,28338
2,1080310034022,619400,30732,142361,34534
3,1080310034023,629600,71479,101250,13570
1,1080310035001,,,26653,7707
2,1080310035002,158600,13693,42656,12502
3,1080310035003,93700,49981,38911,11398
4,1080310035004,134000,44073,40114,14986
5,1080310035005,125800,22732,43417,8256
1,1080310036011,186900,26085,49904,25215
2,1080310036012,291400,56246,46125,41217
3,1080310036013,206500,67664,29201,5187
4,1080310036014,172500,24769,38920,18323
5,1080310036015,206700,104241,52000,41475
1,1080310036021,129700,13041,27868,10934
2,1080310036022,147600,41549,46607,13048
3,1080310036023,208800,63126,24375,19996
4,1080310036024,225700,32632,57614,13681
5,1080310036025,257800,105132,45536,32276
1,1080310036031,232900,50203,34531,12134
2,1080310036032,318100,21295,95000,21471
1,1080310037011,340900,20003,63500,17204
2,1080310037012,347100,24927,55595,24447
1,1080310037021,392400,192902,32774,12616
2,1080310037022,493200,75052,115064,12604
3,1080310037023,392900,126191,40941,2377
4,1080310037024,,,39491,12762
1,1080310037031,413000,126506,56188,11932
2,1080310037032,377600,31718,60313,12619
1,1080310038001,695400,127181,147788,54672
2,1080310038002,814200,134425,157778,118820
3,1080310038003,492900,85408,134483,33710
4,1080310038004,219700,90499,51518,12463
5,1080310038005,772900,334492,110347,43333
1,1080310039011,807900,114304,131985,44943
2,1080310039012,853300,302095,128000,63969
3,1080310039013,651000,106249,132788,78112
1,1080310039021,533600,131646,93189,12570
2,1080310039022,380200,28795,81993,17071
3,1080310039023,454400,47822,107829,17414
1,1080310040021,357400,45821,73558,19267
2,1080310040022,616100,30467,133693,26058
3,1080310040023,485300,37819,99716,16380
4,1080310040024,564600,51573,86750,34128
1,1080310040031,250100,18334,54706,11085
2,1080310040032,235400,10151,74265,18750
3,1080310040033,260400,24904,81094,32617
4,1080310040034,434000,53985,150438,43868
1,1080310040041,315100,54517,76058,7515
1,1080310040051,338300,58237,47401,8856
2,1080310040052,418500,75292,33317,7728
1,1080310040061,592100,296392,57841,33996
2,1080310040062,695100,133308,68056,36876
3,1080310040063,1013000,173033,63452,19841
4,1080310040064,881000,194517,134375,99497
1,1080310041011,194700,27123,43851,14823
2,1080310041012,180700,99840,17092,9885
3,1080310041013,175800,27325,40357,12070
1,1080310041021,207300,63287,47969,23969
2,1080310041022,218900,18056,34457,4878
3,1080310041023,187700,10707,36736,15110
4,1080310041024,196800,23168,26458,16168
1,1080310041031,184600,36732,46367,21422
2,1080310041032,389400,54161,55855,50987
3,1080310041033,446000,33202,94609,34041
4,1080310041034,462900,29811,161047,33235
5,1080310041035,348200,62929,79667,45646
6,1080310041036,379500,64460,92000,37145
1,1080310041041,222900,47354,56071,46896
2,1080310041042,246600,28368,60259,34016
3,1080310041043,207500,32229,69821,15529
4,1080310041044,401100,65165,103750,42117
5,1080310041045,289900,26155,81875,18203
6,1080310041046,232700,17870,61926,13045
1,1080310041061,466400,20371,137012,12538
1,1080310041071,389200,24971,97500,19539
1,1080310042011,517500,86931,112000,20026
2,1080310042012,664200,150658,117321,74496
3,1080310042013,362000,101359,55294,8885
4,1080310042014,358100,34454,73811,21542
5,1080310042015,496900,99220,139271,82203
6,1080310042016,629900,55308,128333,46125
1,1080310042021,214000,50180,73403,22667
2,1080310042022,486200,46482,104167,39382
3,1080310042023,401700,69860,115260,22025
4,1080310042024,377000,47893,103929,52093
5,1080310042025,496300,95298,151932,17200
1,1080310043011,325000,45998,43750,33463
2,1080310043012,108800,46092,,
3,1080310043013,451100,108404,64375,22047
4,1080310043014,111300,18994,40500,11288
1,1080310043021,350900,37069,90800,30132
2,1080310043022,352800,29993,93750,12776
3,1080310043023,478300,130219,62361,23406
1,1080310043031,880800,113098,220104,64626
2,1080310043032,893800,87180,137917,64633
3,1080310043033,688300,140717,127969,83157
4,1080310043034,881900,144273,142649,36394
1,1080310043041,350000,89637,61815,61217
2,1080310043042,383300,37493,103229,11010
3,1080310043043,410000,44801,77315,49636
4,1080310043044,279500,41132,75035,11311
1,1080310043061,570000,104866,72760,52137
2,1080310043062,366700,170264,70710,38181
3,1080310043063,,,83750,37880
4,1080310043064,325300,64912,88000,36130
5,1080310043065,723300,135332,237785,68480
1,1080310044031,145800,15303,46563,14607
2,1080310044032,168600,22496,40777,7174
3,1080310044033,188600,18944,58267,4167
1,1080310044041,205700,32816,77639,31566
2,1080310044042,175800,67970,35703,12088
3,1080310044043,152800,15849,25417,9779
1,1080310044051,459500,46881,129405,42362
2,1080310044052,,,66575,21559
3,1080310044053,315300,245586,54702,18282
4,1080310044054,454100,25905,97337,20495
1,1080310045031,117900,29647,35850,5732
2,1080310045032,160000,25067,42813,13669
3,1080310045033,,,24688,15999
1,1080310045041,173800,55330,30625,7457
2,1080310045042,105300,27522,42476,6312
3,1080310045043,134800,19823,49583,11252
1,1080310045051,119900,66051,24007,9761
2,1080310045052,163600,106127,42059,21526
3,1080310045053,125300,17341,24750,9771
1,1080310045061,133800,83268,45750,15119
2,1080310045062,143100,32718,37938,12522
3,1080310045063,110000,79275,18500,2772
1,1080310046011,159400,27393,46979,3196
2,1080310046012,140000,11637,44205,6649
3,1080310046013,174800,13267,61296,16160
4,1080310046014,157800,16802,36838,13293
1,1080310046021,142000,44765,25278,4757
2,1080310046022,135100,29590,67937,6577
3,1080310046023,104300,46671,40313,5028
4,1080310046024,157500,35943,45741,8948
1,1080310046031,143300,25764,37261,9203
2,1080310046032,164100,35951,38246,3997
3,1080310046033,157000,13960,50109,9159
4,1080310046034,204500,18531,56708,6878
5,1080310046035,211800,16757,55926,25462
1,1080310047001,181000,25868,53191,23928
2,1080310047002,204900,36756,64167,23400
3,1080310047003,242000,66095,62070,9644
4,1080310047004,200500,112857,35938,16569
5,1080310047005,232100,26035,62438,23820
6,1080310047006,210200,26218,31500,20858
1,1080310048011,221200,8695,61719,16690
2,1080310048012,226600,9699,69375,22955
3,1080310048013,203700,20586,69000,48460
1,1080310050011,224100,38267,50938,11585
2,1080310050012,269800,20054,75743,10889
1,1080310050021,480200,98207,99609,52713
2,1080310050022,148400,18926,36477,19357
3,1080310050023,489900,51464,27539,12078
4,1080310050024,247400,25331,33996,5902
5,1080310050025,225000,31351,38947,3149
1,1080310051021,227300,18615,64125,23719
2,1080310051022,323200,64272,76471,7833
3,1080310051023,287900,11739,67238,9077
4,1080310051024,244600,25414,43512,3904
1,1080310051041,346400,88804,39036,4178
2,1080310051042,249200,31018,31979,19144
1,1080310052001,235900,14916,60833,26865
2,1080310052002,380800,33679,104537,30299
3,1080310052003,318600,23928,92778,16238
4,1080310052004,268300,14882,70556,40763
1,1080310053001,260000,30277,36161,5909
1,1080310055021,240200,21137,73587,6974
1,1080310055031,212400,13160,42813,21191
2,1080310055032,185900,25763,59400,11262
3,1080310055033,295800,21328,91250,29333
4,1080310055034,242000,24468,48875,45798
1,1080310067011,372300,58953,61776,6871
1,1080310068041,386300,33343,102206,21150
2,1080310068042,347300,21240,76618,13794
1,1080310068091,515000,82475,158340,62124
2,1080310068092,442100,22687,56250,44281
3,1080310068093,389900,38010,140962,36400
4,1080310068094,94200,16303,36345,7626
5,1080310068095,78300,37965,32195,15058
6,1080310068096,269000,15176,50045,12327
1,1080310068101,148000,18012,75451,8497
2,1080310068102,155100,13943,44250,14833
3,1080310068103,338700,19504,121838,23933
