"LG_ID","housingunits","geoname","state","county","place","tract","bg","geonum","b25077001","mhv","FIPS_CLASS_CODE","PLACECE","DOR_CODE","NAME.x","CREATED_ON","CREATED_BY","UPDATED_ON","UPDATED_BY","FEATURE_ID","NAME.y","debt","s4metric"
44006,4281.2,"Fort Morgan city, Colorado","8","",27810,"","","10827810","124300",124300,"C1","0470","0312","Fort Morgan",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410529,"Fort Morgan, City of",23546803.6,0.0442481702072388
44007,124,"Hillrose town, Colorado","8","",36610,"","","10836610","81800",81800,"C1","0620","0368","Hillrose",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412751,"Hillrose, Town of",846426.6,0.0834476890921997
44009,344,"Log Lane Village town, Colorado","8","",45695,"","","10845695","71100",71100,"C1","0815","0438","Log Lane Village",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412910,"Log Lane Village, Town of",1917499.8,0.0783984152683741
44016,344.6,"Wiggins town, Colorado","8","",84770,"","","10884770","138000",138000,"C1","1363","0675","Wiggins",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413486,"Wiggins, Town of",3309601.8,0.0695955360973025
45001,115,"Cheraw town, Colorado","8","",13460,"","","10813460","81500",81500,"C1","0205","0189","Cheraw",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413193,"Cheraw, Town of",8684,0.000926540410776207
45004,597,"Fowler town, Colorado","8","",27975,"","","10827975","83700",83700,"C1","0480","0299","Fowler",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412648,"Fowler, Town of",611201,0.0122316280726612
45007,3423.2,"La Junta city, Colorado","8","",42110,"","","10842110","91100",91100,"C1","0745","0412","La Junta",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411574,"La Junta, City of",7531431.2,0.0241505409334485
45009,198,"Manzanola town, Colorado","8","",48500,"","","10848500","53900",53900,"C1","0855","0454","Manzanola",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412949,"Manzanola, Town of",207878.2,0.0194784767901651
45014,1869,"Rocky Ford city, Colorado","8","",65190,"","","10865190","72500",72500,"C1","1135","0567","Rocky Ford",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410983,"Rocky Ford, City of",5018877,0.0370389992804561
45015,286,"Swink town, Colorado","8","",75970,"","","10875970","104700",104700,"C1","1275","0622","Swink",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413358,"Swink, Town of",803523,0.0268340112609454
46009,513.2,"Ridgway town, Colorado","8","",64200,"","","10864200","340400",340400,"C1","1120","0561","Ridgway",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412551,"Ridgway, Town of",784881,0.00449290894303433
47001,191.8,"Alma town, Colorado","8","",1530,"","","10801530","255800",255800,"C1","0020","0109","Alma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412350,"Alma, Town of",671911.6,0.0136950302512472
47005,401.4,"Fairplay town, Colorado","8","",25610,"","","10825610","185600",185600,"C1","0425","0289","Fairplay",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412616,"Fairplay, Town of",294718.6,0.00395596285844372
48004,500.2,"Haxtun town, Colorado","8","",34960,"","","10834960","97600",97600,"C1","0610","0358","Haxtun",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412738,"Haxtun, Town of",234355.4,0.00480044457626785
49006,5974.4,"Aspen city, Colorado","8","",3620,"","","10803620","547100",547100,"C1","0045","0121","Aspen",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409743,"Aspen, City of",0,0
50007,243,"Granada town, Colorado","8","",31550,"","","10831550","67500",67500,"C1","0545","0336","Granada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412698,"Granada, Town of",424226.4,0.0258635208047554
50008,48,"Hartman town, Colorado","8","",34520,"","","10834520","",NA,"C1","0600","0354","Hartman",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412730,"Hartman, Town of",84907.2,NA
50011,382.4,"Holly town, Colorado","8","",37215,"","","10837215","72500",72500,"C1","0625","0371","Holly",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412764,"Holly, Town of",0,0
50017,196,"Wiley town, Colorado","8","",85045,"","","10885045","57700",57700,"C1","1365","0677","Wiley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413488,"Wiley, Town of",441808.2,0.0390662646341032
51016,47844,"Pueblo city, Colorado","8","",62000,"","","10862000","114200",114200,"C1","1085","0547","Pueblo",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411501,"Pueblo, City of",85879142,0.0157178851553597
51018,115,"Rye town, Colorado","8","",66895,"","","10866895","153300",153300,"C1","1150","0574","Rye",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412588,"Rye, Town of",494322.2,0.0280394906265067
52007,1220.4,"Meeker town, Colorado","8","",49875,"","","10849875","206000",206000,"C1","0875","0464","Meeker",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412977,"Meeker, Town of",30019.4,0.000119407770172441
52015,1029.8,"Rangely town, Colorado","8","",62880,"","","10862880","167200",167200,"C1","1095","0552","Rangely",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412528,"Rangely, Town of",1113525.4,0.00646712071187697
53002,855.8,"Del Norte town, Colorado","8","",19795,"","","10819795","77800",77800,"C1","0310","0239","Del Norte",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412416,"Del Norte, Town of",730593.4,0.0109729617531905
53005,1972.4,"Monte Vista city, Colorado","8","",51635,"","","10851635","99500",99500,"C1","0900","0478","Monte Vista",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411143,"Monte Vista, City of",1709131,0.00870877914211088
54010,511.8,"Oak Creek town, Colorado","8","",55155,"","","10855155","162900",162900,"C1","0965","0499","Oak Creek",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413061,"Oak Creek, Town of",1756298.6,0.0210657530769842
55004,112.8,"Crestone town, Colorado","8","",18420,"","","10818420","308300",308300,"C1","0275","0227","Crestone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412387,"Crestone, Town of",154109,0.00443144514760653
56002,503,"Silverton town, Colorado","8","",70580,"","","10870580","223100",223100,"C1","1225","0597","Silverton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413289,"Silverton, Town of",178326.6,0.0015890902901729
57007,253.4,"Norwood town, Colorado","8","",54880,"","","10854880","168800",168800,"C1","0950","0496","Norwood",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413057,"Norwood, Town of",875387.4,0.0204654471696772
57008,73.2,"Ophir town, Colorado","8","",55870,"","","10855870","442300",442300,"C1","0980","0503","Ophir",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413085,"Ophir, Town of",437500,0.0135129458654401
57014,2097,"Telluride town, Colorado","8","",76795,"","","10876795","612500",612500,"C1","1280","0624","Telluride",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413371,"Telluride, Town of",11349575,0.00883639407121933
57017,23,"Sawpit town, Colorado","8","",68655,"","","10868655","",NA,"C1","1175","0583","Sawpit",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413263,"Sawpit, Town of",0,NA
58004,730.2,"Julesburg town, Colorado","8","",39965,"","","10839965","86400",86400,"C1","0695","0397","Julesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412812,"Julesburg, Town of",1482870,0.0235043100824736
58007,176,"Ovid town, Colorado","8","",56475,"","","10856475","51600",51600,"C1","1010","0509","Ovid",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413096,"Ovid, Town of",77748,0.00856104651162791
59004,7077.6,"Breckenridge town, Colorado","8","",8400,"","","10808400","395700",395700,"C1","0125","0158","Breckenridge",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411722,"Breckenridge, Town of",491000.6,0.000175319392980589
59009,1290.8,"Dillon town, Colorado","8","",20440,"","","10820440","471700",471700,"C1","0330","0245","Dillon",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412431,"Dillon, Town of",2259676.6,0.00371126063682916
59015,3154.8,"Frisco town, Colorado","8","",28690,"","","10828690","473100",473100,"C1","0500","0304","Frisco",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412661,"Frisco, Town of",0,0
59018,2105.4,"Silverthorne town, Colorado","8","",70525,"","","10870525","473500",473500,"C1","1222","0596","Silverthorne",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413288,"Silverthorne, Town of",0,0
60015,3225.6,"Woodland Park city, Colorado","8","",86090,"","","10886090","255500",255500,"C1","1380","0684","Woodland Park",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412303,"Woodland Park, City of",2865462.2,0.00347690855737272
61002,844.4,"Akron town, Colorado","8","",925,"","","10800925","95700",95700,"C1","0010","0105","Akron",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412340,"Akron, Town of",1964321.8,0.0243081817043332
61006,248,"Otis town, Colorado","8","",56365,"","","10856365","105100",105100,"C1","1000","0507","Otis",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413094,"Otis, Town of",40600,0.00155765630275314
62003,616.8,"Ault town, Colorado","8","",3950,"","","10803950","151100",151100,"C1","0050","0125","Ault",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411653,"Ault, Town of",1007890,0.0108144467592175
62007,1583.8,"Dacono city, Colorado","8","",19080,"","","10819080","171000",171000,"C1","0295","0233","Dacono",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410283,"Dacono, City of",2406622.4,0.00888610632951027
62008,1729,"Eaton town, Colorado","8","",22860,"","","10822860","223300",223300,"C1","0370","0263","Eaton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412462,"Eaton, Town of",5522273.8,0.014303233194081
62011,6847.6,"Evans city, Colorado","8","",25280,"","","10825280","149400",149400,"C1","0415","0285","Evans",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410467,"Evans, City of",1158467,0.00113238650808229
62012,3657.4,"Firestone town, Colorado","8","",26600,"","","10826600","246000",246000,"C1","0435","0293","Firestone",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412626,"Firestone, Town of",18944.6,2.10560969830183e-05
62016,3319.2,"Frederick town, Colorado","8","",28360,"","","10828360","243000",243000,"C1","0490","0303","Frederick",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412656,"Frederick, Town of",445363.2,0.000552172321755354
62020,346,"Gilcrest town, Colorado","8","",29955,"","","10829955","133800",133800,"C1","0525","0322","Gilcrest",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412683,"Gilcrest, Town of",373061.6,0.00805839100719735
62022,36553.4,"Greeley city, Colorado","8","",32155,"","","10832155","173200",173200,"C1","0570","0342","Greeley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410654,"Greeley, City of",89361135.2,0.0141147441591069
62023,90,"Grover town, Colorado","8","",33310,"","","10833310","103100",103100,"C1","0585","0347","Grover",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412712,"Grover, Town of",186151.6,0.0200616014656752
62029,561.2,"Hudson town, Colorado","8","",37820,"","","10837820","160200",160200,"C1","0650","0379","Hudson",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412776,"Hudson, Town of",4924292.2,0.0547726358623353
62033,465.2,"Keenesburg town, Colorado","8","",40185,"","","10840185","169100",169100,"C1","0700","0399","Keenesburg",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412820,"Keenesburg, Town of",1078707,0.0137126118599657
62035,533.4,"Kersey town, Colorado","8","",40515,"","","10840515","148300",148300,"C1","0710","0401","Kersey",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412828,"Kersey, Town of",1478632.2,0.0186924400801889
62037,748.4,"La Salle town, Colorado","8","",43605,"","","10843605","142400",142400,"C1","0775","0413","La Salle",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412856,"La Salle, Town of",91000,0.000853881539043593
62038,1870.4,"Lochbuie town, Colorado","8","",45530,"","","10845530","152800",152800,"C1","0813","0437","Lochbuie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412905,"Lochbuie, Town of",2417749,0.0084596688728004
62040,1295.4,"Mead town, Colorado","8","",49600,"","","10849600","300200",300200,"C1","0865","0463","Mead",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412970,"Mead, Town of",2426000,0.00623844306564395
62043,1999.2,"Milliken town, Colorado","8","",50480,"","","10850480","189400",189400,"C1","0885","0471","Milliken",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413000,"Milliken, Town of",4690142.2,0.0123865338109901
62045,197.8,"Nunn town, Colorado","8","",55045,"","","10855045","129000",129000,"C1","0960","0498","Nunn",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413059,"Nunn, Town of",421459.8,0.0165173419239542
62046,337,"Pierce town, Colorado","8","",59005,"","","10859005","124000",124000,"C1","1045","0530","Pierce",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413129,"Pierce, Town of",740939.4,0.0177309131808175
62050,940.4,"Platteville town, Colorado","8","",60160,"","","10860160","163300",163300,"C1","1055","0537","Platteville",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412489,"Platteville, Town of",103000,0.000670715618401103
62051,55,"Raymer (New Raymer) town, Colorado","8","",63045,"","","10863045","75000",75000,"C1","1100","0553","Raymer (a.k.a. New Raymer)",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412533,"Raymer, Town of",0,0
62053,1201.8,"Severance town, Colorado","8","",69150,"","","10869150","245600",245600,"C1","1195","0589","Severance",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413272,"Severance, Town of",317821.6,0.00107676975307939
63003,132,"Eckley town, Colorado","8","",23025,"","","10823025","58500",58500,"C1","0375","0265","Eckley",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412464,"Eckley, Town of",133820,0.0173297073297073
63010,1020.4,"Wray city, Colorado","8","",86310,"","","10886310","130500",130500,"C1","1385","0687","Wray",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412310,"Wray, City of",169251.6,0.00127101835205486
63017,1490.2,"Yuma city, Colorado","8","",86750,"","","10886750","120300",120300,"C1","1395","0691","Yuma",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412329,"Yuma, City of",0,0
64009,45203.8,"Arvada city, Colorado","8","",3455,"","","10803455","257300",257300,"C1","0040","0120","Arvada",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409737,"Arvada, City of",15298600,0.00131533676320754
64010,132556,"Aurora city, Colorado","8","",4000,"","","10804000","189100",189100,"C1","0055","0126","Aurora",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409757,"Aurora, City of",662808720.2,0.0264421822562398
64017,1920.4,"Basalt town, Colorado","8","",4935,"","","10804935","480800",480800,"C1","0060","0716","Basalt",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411665,"Basalt, Town of",656897.6,0.000711445306908814
64030,23372.8,"Broomfield city, Colorado","8","",9280,"","","10809280","295500",295500,"C1","0143","0796","Broomfield",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409919,"Broomfield, City and County of",90116761.2,0.0130478016704566
64039,925,"Center town, Colorado","8","",12855,"","","10812855","82200",82200,"C1","0195","0186","Center",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413186,"Center, Town of",0,0
64060,6924.2,"Erie town, Colorado","8","",24950,"","","10824950","353700",353700,"C1","0400","0702","Erie",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412599,"Erie, Town of",85552027,0.034932176060823
64085,19519.8,"Littleton city, Colorado","8","",45255,"","","10845255","284000",284000,"C1","0810","0435","Littleton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410845,"Littleton, City of",36530633,0.00658966738576316
64205,35433,"Longmont city, Colorado","8","",45970,"","","10845970","250400",250400,"C1","0820","0440","Longmont",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2410869,"Longmont, City of",27833919,0.00313712707031378
64225,7712.2,"Windsor town, Colorado","8","",85485,"","","10885485","298300",298300,"C1","1375","0680","Windsor",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2413496,"Windsor, Town of",3289985.4,0.00143008691759115
64237,2131.4,"Berthoud town, Colorado","8","",6255,"","","10806255","247100",247100,"C1","0080","0139","Berthoud",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411681,"Berthoud, Town of",14304492.4,0.0271603113713142
64258,898,"Bennett town, Colorado","8","",6090,"","","10806090","147600",147600,"C1","0075","0727","Bennett",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2411676,"Bennett, Town of",521552.2,0.00393491257295646
64263,493,"Central City city, Colorado","8","",12910,"","","10812910","173600",173600,"C1","0200","0187","Central City",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2409427,"Central City",661000,0.00772333404997149
64264,43906.8,"Thornton city, Colorado","8","",77290,"","","10877290","219600",219600,"C1","1285","0628","Thornton",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412064,"Thornton, City of",64882234.8,0.00672917276191731
64266,3978.2,"Johnstown town, Colorado","8","",39855,"","","10839855","241300",241300,"C1","0690","0396","Johnstown",2002-10-18 15:59:43,"OIS",2002-10-18 15:59:43,"OIS",2412807,"Johnstown, Town of",2260446.6,0.00235477988272721
