"LG_ID","NAME","CM_FUND_TYPE_ID","GO_DEBT","REVENUE_DEBT","OTHER_DEBT","debt","housingunits","mhv","s4metric"
62050,"Platteville",2,0,0,103000,103000,940.4,163300,0.000670715618401103
62050,"Platteville",3,0,0,0,0,940.4,163300,0
62051,"Raymer (a.k.a. New Raymer)",2,0,0,0,0,55,75000,0
62053,"Severance",2,0,0,72196.4,72196.4,1201.8,245600,0.000244599170733585
62053,"Severance",3,0,0,245625.2,245625.2,1201.8,245600,0.000832170582345808
63003,"Eckley",2,0,0,77500,77500,132,58500,0.01003626003626
63003,"Eckley",3,56320,0,0,56320,132,58500,0.00729344729344729
63010,"Wray",2,0,0,164971.8,164971.8,1020.4,130500,0.00123887860068398
63010,"Wray",3,0,4279.8,0,4279.8,1020.4,130500,3.21397513708845e-05
63017,"Yuma",2,0,0,0,0,1490.2,120300,0
63017,"Yuma",3,0,0,0,0,1490.2,120300,0
64009,"Arvada",2,0,15298600,0,15298600,45203.8,257300,0.00131533676320754
64009,"Arvada",3,0,0,0,0,45203.8,257300,0
64010,"Aurora",2,3682000,535121000,76347065.6,615150065.6,132556,189100,0.0245408813339463
64010,"Aurora",3,0,47658654.6,0,47658654.6,132556,189100,0.00190130092229342
64017,"Basalt",2,0,0,656897.6,656897.6,1920.4,480800,0.000711445306908814
64029,"Brighton",1,590000,29047000,1106650.4,30743650.4,11639.4,203400,0.0129859549201117
64030,"Broomfield",2,0,46510000,0,46510000,23372.8,295500,0.00673407751912125
64030,"Broomfield",3,0,43248000,358761.2,43606761.2,23372.8,295500,0.00631372415133538
64039,"Center",2,0,0,0,0,925,82200,0
64060,"Erie",2,0,31032960.4,31468874.8,62501835.2,6924.2,353700,0.0255204369538894
64060,"Erie",3,0,19515756.4,3534435.4,23050191.8,6924.2,353700,0.00941173910693359
64085,"Littleton",3,338980.8,0,36191652.2,36530633,19519.8,284000,0.00658966738576316
64153,"Westminster",1,0,33379000,23377190.4,56756190.4,44098.2,235300,0.00546978740641398
64198,"Northglenn",1,0,0,13095778.2,13095778.2,14319.2,191900,0.00476581940394456
64205,"Longmont",2,0,0,12063668.4,12063668.4,35433,250400,0.00135968135514546
64205,"Longmont",3,0,15665000,105250.6,15770250.6,35433,250400,0.00177744571516832
64225,"Windsor",2,0,0,1637769.6,1637769.6,7712.2,298300,0.000711903730329165
64225,"Windsor",3,0,0,1652215.8,1652215.8,7712.2,298300,0.000718183187261985
64237,"Berthoud",2,0,4007000,292492.2,4299492.2,2131.4,247100,0.00816355754717565
64237,"Berthoud",3,0,1721000.2,8284000,10005000.2,2131.4,247100,0.0189967538241386
64258,"Bennett",2,0,0,306853.4,306853.4,898,147600,0.00231509195381486
64258,"Bennett",3,0,0,214698.8,214698.8,898,147600,0.0016198206191416
64263,"Central City",2,661000,0,0,661000,493,173600,0.00772333404997149
64264,"Thornton",2,24190000,39717285.4,142234.8,64049520.2,43906.8,219600,0.00664280889942022
64264,"Thornton",3,0,832714.6,0,832714.6,43906.8,219600,8.63638624970863e-05
64266,"Johnstown",2,0,1404800,855646.6,2260446.6,3978.2,241300,0.00235477988272721
64266,"Johnstown",3,0,0,0,0,3978.2,241300,0
