"LG_ID","NAME","CM_FUND_TYPE_ID","EXP_PRINCIPAL","EXP_INTEREST","EXP_OPERATING","EXP_TRANSFER_OUT","rev","housingunits","mhi","s5metric"
54010,"Oak Creek",3,261758.6,47066.2,170358.2,3430,513495.48,511.8,39773,0.0252259768795181
54023,"Steamboat Springs",1,827209,549119,2678553.2,31884.8,4224398.8,10022.4,56125,0.00750994618379996
54030,"Yampa",1,9000,1710.4,204215,0,215996.44,215.2,56458,0.0177778335996321
55004,"Crestone",1,18754,6612,31947,5612,65461.6,112.8,25625,0.0226471544715447
55004,"Crestone",2,4802.33333333333,6196.33333333333,29147,2931,44176.5333333333,112.8,25625,0.0152833535143862
55004,"Crestone",3,6476,2073.33333333333,9874,784,20062.2666666667,112.8,25625,0.0069407599607911
55008,"Saguache",1,1594.6,133.6,149800.2,0,151701.22,345.8,27386,0.0160190029252977
56002,"Silverton",2,36670.8,9115,62095.6,135670.4,248130.38,503,35699,0.0138183409696169
56002,"Silverton",3,8198.2,1207.8,85433.8,136470.4,232250.8,503,35699,0.0129340097124193
57007,"Norwood",2,84257,36452,304444.4,0,437224.3,253.4,41094,0.0419874272122332
57008,"Ophir",2,22500,0,30495.4,0,55245.4,73.2,70000,0.010781693989071
57014,"Telluride",2,358138.4,398756,317224.4,0,1149808.24,2097,62000,0.00884372636792961
57014,"Telluride",3,46200,2545.8,764874,354838.2,1173332.58,2097,62000,0.00902466334394758
57017,"Sawpit",2,0,0,7011.2,0,7011.2,23,NA,NA
57027,"Mountain Village",1,0,0,1385017.6,240705.2,1625722.8,2074.8,35568,0.022029813061669
58004,"Julesburg",2,61969.6,45416,208393.4,0,326517.56,730.2,41500,0.0107749835826461
58004,"Julesburg",3,38486.2,20074.6,129468.2,0,193885.08,730.2,41500,0.0063981506964588
58007,"Ovid",2,3788.4,4005.8,30486,0,39059.62,176,25417,0.00873154420627568
58007,"Ovid",3,376.6,20.6,34973.8,0,35410.72,176,25417,0.00791585445675228
58012,"Sedgwick",1,13966.6,0,59350,1200,75913.26,110,29375,0.023493465377176
59004,"Breckenridge",2,39442.6,20396.8,1937525.6,415005.6,2418354.54,7077.6,61394,0.00556554919973723
59009,"Dillon",2,114449.8,34884.8,507541.6,5600,677409.66,1290.8,54688,0.0095962242379477
59009,"Dillon",3,119245.8,31770.4,577060.6,0,743178.42,1290.8,54688,0.0105279082780185
59015,"Frisco",2,0,0,555387.2,38500,593887.2,3154.8,70893,0.00265539282846702
59018,"Silverthorne",2,0,0,717588.8,152891.2,870480,2105.4,70938,0.0058283448317803
59018,"Silverthorne",3,0,0,999824.6,114690.4,1114515,2105.4,70938,0.00746229406786098
60001,"Cripple Creek",1,59886.4,73985.6,1606051.6,0,1753310.8,728.4,34107,0.0705741164378724
60012,"Victor",1,87070.6,49029,548645.2,633842,1332196.76,339.6,38333,0.10233586913661
60015,"Woodland Park",2,490791.6,124228.8,1061648.8,65544,1803715.24,3225.6,64945,0.00861017033491098
60015,"Woodland Park",3,234095.4,32588.8,885958.8,59939.6,1239251.02,3225.6,64945,0.00591565793385001
61002,"Akron",2,10934,8749.6,242429.4,0,264081.36,844.4,40972,0.0076331247326628
61002,"Akron",3,22417,75908,135923.2,0,244080.7,844.4,40972,0.00705501678700704
61006,"Otis",2,24200,2745.4,104298.6,0,133938.54,248,38977,0.0138562423497067
62003,"Ault",2,0,0,349803.8,15000,364803.8,616.8,50368,0.0117424922479758
62003,"Ault",3,72456.4,18980.8,202545,15000,318125.92,616.8,50368,0.0102400006509805
62007,"Dacono",2,314435.8,134058.2,854303.2,0,1347646.6,1583.8,48516,0.0175384292009861
62008,"Eaton",2,117973.8,78436.2,864558.8,16483,1097092.8,1729,69242,0.0091638668006221
62008,"Eaton",3,223581.4,134558.2,254170.8,16483,664607.36,1729,69242,0.00555137479869807
62011,"Evans",2,18157.8,0,2961362.4,603665.6,3585001.58,6847.6,47791,0.0109548100150214
62011,"Evans",3,83740,28828,867562.4,407789.4,1399176.6,6847.6,47791,0.00427551103909516
62012,"Firestone",2,17312.2,1875.2,1726337.6,0,1747443.74,3657.4,81745,0.00584479850186921
62014,"Fort Lupton",1,925264.6,751147.6,2807261.6,0,4651315.02,2552.6,50191,0.0363050584672998
62016,"Frederick",2,207690,26160.2,1707087.8,435004.2,2399327.22,3319.2,89386,0.00808698348250964
62020,"Gilcrest",2,23814.4,19288.4,149705.6,0,197118.68,346,46875,0.0121537529094412
62020,"Gilcrest",3,4098.4,3558.8,122132.2,6612.6,137167.72,346,46875,0.00845735460500963
62022,"Greeley",2,5408528.4,3615734.4,15948948.6,1452538,27328175.68,36553.4,48813,0.0153160706922871
62022,"Greeley",3,1097569.2,134770,4786416,403042.2,6545031.32,36553.4,48813,0.00366816151777436
62023,"Grover",2,4734.8,959.8,31731.2,42673,80668.26,90,NA,NA
62023,"Grover",3,2846,2620.2,21456.2,11891,39360.02,90,NA,NA
62029,"Hudson",2,40982.8,43251.2,468114.2,41925,602696.6,561.2,49306,0.0217811751703813
62029,"Hudson",3,1052312.8,95538,394075.8,0,1656711.68,561.2,49306,0.0598727905697438
62033,"Keenesburg",2,31929.2,39866.4,232516.6,6436.2,317927.96,465.2,53264,0.0128308444356856
62033,"Keenesburg",3,1897.8,2441.8,165556,0,170329.56,465.2,53264,0.00687411100036238
62035,"Kersey",2,4111.8,1126.8,256385.2,0,262147.66,533.4,55179,0.00890674766344687
62035,"Kersey",3,79722.8,42356.6,197544.2,0,331831.54,533.4,55179,0.011274332159032
62037,"La Salle",2,86735,5488.6,466952.8,0,568398.76,748.4,48906,0.0155294902165419
62037,"La Salle",3,0,0,310207.2,0,310207.2,748.4,48906,0.00847531700720257
62038,"Lochbuie",2,76978,91887,764256.6,0,950008.1,1870.4,49415,0.010278601164852
62038,"Lochbuie",3,159923.2,15082.2,958255.6,0,1150761.54,1870.4,49415,0.0124506505844644
62040,"Mead",3,118000,92521.8,271945.6,0,503519.58,1295.4,95033,0.00409013866015397
62043,"Milliken",2,16042.2,38968.6,743772.2,57918,862202.08,1999.2,72273,0.00596728445504916
62043,"Milliken",3,287485.2,124932.2,345786.6,79055.2,878500.94,1999.2,72273,0.00608008855999057
62045,"Nunn",2,25601,6422.8,123575.2,0,158801.38,197.8,50455,0.0159119635182328
62046,"Pierce",2,0,0,201794.2,1600,203394.2,337,57917,0.0104208370630047
62046,"Pierce",3,39423,9818,137032.8,0,191197.9,337,57917,0.00979596351660303
62050,"Platteville",2,71000,11290.2,485095.4,116953.6,692568.22,940.4,57227,0.0128691232169138
62050,"Platteville",3,0,0,206118,116953.6,323071.6,940.4,57227,0.00600323276208875
62051,"Raymer (a.k.a. New Raymer)",2,0,0,16017,978.2,16995.2,55,51875,0.00595669660460022
62053,"Severance",2,56162.6,5353.4,569331.2,0,636998.8,1201.8,85625,0.00619021637859513
62053,"Severance",3,132152,15400.6,227752.4,0,390060.26,1201.8,85625,0.00379052112828324
63003,"Eckley",2,5000,0,46204.8,1000,52704.8,132,38375,0.0104046589675254
63003,"Eckley",3,5640,2863,38808,0,48161.3,132,38375,0.00950770901194354
63010,"Wray",2,72211.4,8627.6,176045,80000,344967.9,1020.4,40850,0.00827591790868966
63010,"Wray",3,7910,481.4,141727.2,0,150957.74,1020.4,40850,0.00362153656592778
63017,"Yuma",2,0,0,295945.2,19200,315145.2,1490.2,37123,0.00569669636794474
63017,"Yuma",3,0,0,234287.4,12000,246287.4,1490.2,37123,0.00445199399213617
64009,"Arvada",2,1670200,584600,15500200,0,17980480,45203.8,69938,0.00568739154230637
64009,"Arvada",3,0,0,8996200,252200,9248400,45203.8,69938,0.00292535415850223
64010,"Aurora",2,30937827,29327502.8,47217989.8,0,113509852.58,132556,53011,0.0161535571466367
64010,"Aurora",3,6462394,2106118,38384651.4,0,47810014.6,132556,53011,0.00680383055275602
64017,"Basalt",2,56393.8,27725.4,315229.8,178273.6,586034.52,1920.4,69583,0.00438559327608477
64029,"Brighton",1,1525199.8,1282996.6,8853497.8,352656.8,12295170.64,11639.4,61051,0.0173025927176102
64030,"Broomfield",2,3814000,2112509,13281996.2,2614574.4,22415730.5,23372.8,81898,0.0117103225516816
64030,"Broomfield",3,2418047.6,2123222.6,4504858.6,0,9500255.82,23372.8,81898,0.0049630798325172
64039,"Center",2,0,0,299259,43252,342511,925,25130,0.0147346662221314
64060,"Erie",2,2565140,2266651.4,3139514.6,0,8454485.14,6924.2,111745,0.0109267111272302
64060,"Erie",3,663170.2,985022.2,1956012.6,0,3769024.24,6924.2,111745,0.00487114690250769
64085,"Littleton",3,2730099.4,1211895.6,7803314.6,3e+05,12439509.1,19519.8,65221,0.00977103176697068
64153,"Westminster",1,4446586.2,2524938.6,29728668,229945,37627290.28,44098.2,67081,0.0127198664891087
64198,"Northglenn",1,1908790.4,588385,7014063.4,0,9760956.34,14319.2,55831,0.0122095092583488
64205,"Longmont",2,977882.6,389105.4,8218173.2,1538173,11260033,35433,62208,0.00510840710395984
64205,"Longmont",3,522417.6,564437,5789516,915843.8,7900899.86,35433,62208,0.00358444890636638
64225,"Windsor",2,22480.4,38313.8,2483183,662789.2,3212845.82,7712.2,80512,0.00517429262733804
64225,"Windsor",3,107055,31918.8,866930.2,232941,1252742.38,7712.2,80512,0.00201754333196976
64237,"Berthoud",2,283065.8,184343.4,919694.8,1e+05,1533844.92,2131.4,59477,0.0120995003412412
64237,"Berthoud",3,326358.6,359828,786757,95000,1636562.26,2131.4,59477,0.0129097703197612
64258,"Bennett",2,19328.4,15573.8,436939.2,92813.4,568145.02,898,50750,0.0124665654382481
64258,"Bennett",3,10570,10525.6,238036.6,61817.6,323059.36,898,50750,0.00708875464908335
64263,"Central City",2,366600,22039.8,541357.6,0,968861.38,493,47132,0.0416964284330969
64264,"Thornton",2,8157516.4,2633636.4,16632502.6,3982919.8,32485690.48,43906.8,66948,0.011051537672954
64264,"Thornton",3,263000,34948.6,8771312,1380836.6,10479892.06,43906.8,66948,0.00356522888072478
64266,"Johnstown",2,931883,128409.8,1191722.6,11662.8,2369707.48,3978.2,81313,0.0073256833400241
64266,"Johnstown",3,0,0,1032063.2,27500,1059563.2,3978.2,81313,0.00327552010003472
